Eg,Eic,eff
0.9,0.41,42.21720316
0.9,0.42,41.6320516
0.9,0.43,41.0439529
0.9,0.44,40.45364267
0.9,0.45,39.86062064
0.9,0.46,40.45549981
0.9,0.47,41.05006936
0.9,0.48,41.64410374
0.9,0.49,42.23734508
0.9,0.5,42.82949101
0.9,0.51,43.4200696
0.9,0.52,43.99198534
0.9,0.53,44.5807873
0.9,0.54,45.16758531
0.9,0.55,45.75205717
0.9,0.56,46.33384793
0.9,0.57,46.91253267
0.9,0.58,47.48750509
0.9,0.59,48.05751653
0.9,0.6,48.61748469
0.9,0.61,49.102383
0.9,0.62,49.13983616
0.9,0.63,48.91184945
0.9,0.64,48.62601376
0.9,0.65,48.31913207
0.9,0.66,48.00157776
0.9,0.67,47.67754312
0.9,0.68,47.34911292
0.9,0.69,47.01747179
0.9,0.7,46.68335405
0.9,0.71,46.34722136
0.9,0.72,46.00924504
0.9,0.73,45.66861965
0.9,0.74,45.33006161
0.9,0.75,44.99036447
0.9,0.76,44.64977601
0.9,0.77,44.30849721
0.9,0.78,43.9666981
0.9,0.79,43.62452558
0.9,0.8,43.28211031
0.9,0.81,42.93956903
0.9,0.82,42.59700683
0.9,0.83,42.25451793
0.9,0.84,41.91218045
0.9,0.85,41.57005139
0.9,0.86,41.22815431
0.9,0.87,40.88646033
0.9,0.88,40.54485122
0.9,0.89,40.20306912
0.91,0.01,40.29898309
0.91,0.02,40.64624904
0.91,0.03,40.9940699
0.91,0.04,41.34240046
0.91,0.05,41.69119044
0.91,0.06,42.04038598
0.91,0.07,42.38993045
0.91,0.08,42.73976504
0.91,0.09,43.08982906
0.91,0.1,43.44006005
0.91,0.11,43.79039391
0.91,0.12,44.14076486
0.91,0.13,44.4911054
0.91,0.14,44.84134622
0.91,0.15,45.19141601
0.91,0.16,45.54124128
0.91,0.17,45.89074593
0.91,0.18,46.23985072
0.91,0.19,46.58847224
0.91,0.2,46.9365212
0.91,0.21,47.28389896
0.91,0.22,47.63049021
0.91,0.23,47.97614455
0.91,0.24,48.32061937
0.91,0.25,48.66331544
0.91,0.26,48.99869145
0.91,0.27,49.30114151
0.91,0.28,49.62723864
0.91,0.29,49.61907919
0.91,0.3,49.10351766
0.91,0.31,48.54419918
0.91,0.32,47.97319221
0.91,0.33,47.39559531
0.91,0.34,46.81321142
0.91,0.35,46.22694942
0.91,0.36,45.63737103
0.91,0.37,45.04485412
0.91,0.38,44.44963578
0.91,0.39,43.85182811
0.91,0.4,43.25160397
0.91,0.41,42.64959625
0.91,0.42,42.05162394
0.91,0.43,41.45495413
0.91,0.44,40.855794
0.91,0.45,40.25428764
0.91,0.46,40.25482712
0.91,0.47,40.8596777
0.91,0.48,41.46410751
0.91,0.49,42.06787326
0.91,0.5,42.67069746
0.91,0.51,43.27222432
0.91,0.52,43.87155149
0.91,0.53,44.45331814
0.91,0.54,45.05124884
0.91,0.55,45.64700984
0.91,0.56,46.24026631
0.91,0.57,46.83063758
0.91,0.58,47.41764216
0.91,0.59,48.00050472
0.91,0.6,48.57724082
0.91,0.61,49.13596478
0.91,0.62,49.50250995
0.91,0.63,49.39181984
0.91,0.64,49.13167334
0.91,0.65,48.83279839
0.91,0.66,48.5175566
0.91,0.67,48.19336512
0.91,0.68,47.8635021
0.91,0.69,47.52969154
0.91,0.7,47.19294983
0.91,0.71,46.85392028
0.91,0.72,46.51299636
0.91,0.73,46.17019623
0.91,0.74,45.82559703
0.91,0.75,45.48258319
0.91,0.76,45.13853382
0.91,0.77,44.79368511
0.91,0.78,44.4482299
0.91,0.79,44.10233312
0.91,0.8,43.75613759
0.91,0.81,43.40977103
0.91,0.82,43.06334823
0.91,0.83,42.71697312
0.91,0.84,42.37073778
0.91,0.85,42.02471899
0.91,0.86,41.6789727
0.91,0.87,41.33352118
0.91,0.88,40.98833112
0.91,0.89,40.64328283
0.91,0.9,40.29810957
0.92,0.01,40.3858365
0.92,0.02,40.7364609
0.92,0.03,41.08769947
0.92,0.04,41.43950781
0.92,0.05,41.79183643
0.92,0.06,42.14463219
0.92,0.07,42.49783918
0.92,0.08,42.85139931
0.92,0.09,43.20525257
0.92,0.1,43.55933721
0.92,0.11,43.91358985
0.92,0.12,44.26794541
0.92,0.13,44.62233714
0.92,0.14,44.97669648
0.92,0.15,45.33095293
0.92,0.16,45.68503384
0.92,0.17,46.03886408
0.92,0.18,46.39236549
0.92,0.19,46.74545608
0.92,0.2,47.0980485
0.92,0.21,47.45004722
0.92,0.22,47.80134262
0.92,0.23,48.15179714
0.92,0.24,48.50120542
0.92,0.25,48.84913723
0.92,0.26,49.19361574
0.92,0.27,49.49516065
0.92,0.28,49.83570555
0.92,0.29,50.05649389
0.92,0.3,49.62018867
0.92,0.31,49.06044351
0.92,0.32,48.48368907
0.92,0.33,47.89892246
0.92,0.34,47.30873657
0.92,0.35,46.71430266
0.92,0.36,46.11629902
0.92,0.37,45.51517393
0.92,0.38,44.91122604
0.92,0.39,44.30461857
0.92,0.4,43.69545109
0.92,0.41,43.08411345
0.92,0.42,42.47197348
0.92,0.43,41.86714363
0.92,0.44,41.25922462
0.92,0.45,40.64898009
0.92,0.46,40.03586318
0.92,0.47,40.6509574
0.92,0.48,41.26573597
0.92,0.49,41.87997279
0.92,0.5,42.49340741
0.92,0.51,43.10573263
0.92,0.52,43.71646574
0.92,0.53,44.30721748
0.92,0.54,44.91622059
0.92,0.55,45.52320695
0.92,0.56,46.12785317
0.92,0.57,46.72980647
0.92,0.58,47.32865151
0.92,0.59,47.92382013
0.92,0.6,48.51424604
0.92,0.61,49.09636397
0.92,0.62,49.63691795
0.92,0.63,49.8159258
0.92,0.64,49.6201797
0.92,0.65,49.33820865
0.92,0.66,49.02848801
0.92,0.67,48.7056293
0.92,0.68,48.37514019
0.92,0.69,48.03964208
0.92,0.7,47.70058162
0.92,0.71,47.35883917
0.92,0.72,47.01497797
0.92,0.73,46.66932039
0.92,0.74,46.32162998
0.92,0.75,45.97329621
0.92,0.76,45.62589918
0.92,0.77,45.27756788
0.92,0.78,44.92852724
0.92,0.79,44.57896331
0.92,0.8,44.22903598
0.92,0.81,43.87888398
0.92,0.82,43.528633
0.92,0.83,43.17839567
0.92,0.84,42.82827387
0.92,0.85,42.47835825
0.92,0.86,42.12872436
0.92,0.87,41.77942766
0.92,0.88,41.43048702
0.92,0.89,41.08186806
0.92,0.9,40.7334457
0.92,0.91,40.38494838
0.93,0.01,40.46455241
0.93,0.02,40.81846864
0.93,0.03,41.17305819
0.93,0.04,41.52827751
0.93,0.05,41.88407791
0.93,0.06,42.24040697
0.93,0.07,42.59720954
0.93,0.08,42.95442822
0.93,0.09,43.31200373
0.93,0.1,43.66987504
0.93,0.11,44.02797948
0.93,0.12,44.38625273
0.93,0.13,44.74462877
0.93,0.14,45.10303981
0.93,0.15,45.46141616
0.93,0.16,45.81968604
0.93,0.17,46.17777523
0.93,0.18,46.53560668
0.93,0.19,46.89309973
0.93,0.2,47.25016881
0.93,0.21,47.6067211
0.93,0.22,47.9626518
0.93,0.23,48.31783336
0.93,0.24,48.67208691
0.93,0.25,49.02508266
0.93,0.26,49.37574821
0.93,0.27,49.67882524
0.93,0.28,50.02829394
0.93,0.29,50.34185981
0.93,0.3,50.12853335
0.93,0.31,49.57577877
0.93,0.32,48.99451386
0.93,0.33,48.40302493
0.93,0.34,47.80527066
0.93,0.35,47.2028155
0.93,0.36,46.59649572
0.93,0.37,45.98684301
0.93,0.38,45.37421891
0.93,0.39,44.75884615
0.93,0.4,44.14083062
0.93,0.41,43.52037192
0.93,0.42,42.89814092
0.93,0.43,42.28040917
0.93,0.44,41.66397729
0.93,0.45,41.04493036
0.93,0.46,40.42340679
0.93,0.47,40.42398121
0.93,0.48,41.04906404
0.93,0.49,41.67372008
0.93,0.5,42.29770446
0.93,0.51,42.92073611
0.93,0.52,43.54245183
0.93,0.53,44.16192961
0.93,0.54,44.76256916
0.93,0.55,45.38071791
0.93,0.56,45.99668367
0.93,0.57,46.61013171
0.93,0.58,47.22068567
0.93,0.59,47.82788082
0.93,0.6,48.43101074
0.93,0.61,49.02847403
0.93,0.62,49.61283517
0.93,0.63,50.08564228
0.93,0.64,50.0744427
0.93,0.65,49.83071228
0.93,0.66,49.53251844
0.93,0.67,49.21341449
0.93,0.68,48.88350034
0.93,0.69,48.54699372
0.93,0.7,48.20603116
0.93,0.71,47.86184145
0.93,0.72,47.51519261
0.93,0.73,47.16657701
0.93,0.74,46.81623243
0.93,0.75,46.46348054
0.93,0.76,46.11177205
0.93,0.77,45.7600649
0.93,0.78,45.40752185
0.93,0.79,45.05435876
0.93,0.8,44.70075475
0.93,0.81,44.3468642
0.93,0.82,43.99282346
0.93,0.83,43.63875528
0.93,0.84,43.28477019
0.93,0.85,42.93096858
0.93,0.86,42.57744031
0.93,0.87,42.22425849
0.93,0.88,41.87147752
0.93,0.89,41.51911476
0.93,0.9,41.16713402
0.93,0.91,40.81540537
0.93,0.92,40.46365038
0.94,0.01,40.53519636
0.94,0.02,40.89233733
0.94,0.03,41.25021065
0.94,0.04,41.60877365
0.94,0.05,41.96797841
0.94,0.06,42.32777329
0.94,0.07,42.68810386
0.94,0.08,43.04891348
0.94,0.09,43.41014358
0.94,0.1,43.77173387
0.94,0.11,44.13362243
0.94,0.12,44.49574566
0.94,0.13,44.85803833
0.94,0.14,45.22043342
0.94,0.15,45.58286206
0.94,0.16,45.94525332
0.94,0.17,46.30753393
0.94,0.18,46.6696279
0.94,0.19,47.03145583
0.94,0.2,47.39293383
0.94,0.21,47.75397151
0.94,0.22,48.11446812
0.94,0.23,48.47430415
0.94,0.24,48.83332024
0.94,0.25,49.19125087
0.94,0.26,49.54741059
0.94,0.27,49.89419833
0.94,0.28,50.208617
0.94,0.29,50.55007494
0.94,0.3,50.61150924
0.94,0.31,50.0889601
0.94,0.32,49.50536721
0.94,0.33,48.9077962
0.94,0.34,48.30277214
0.94,0.35,47.69247597
0.94,0.36,47.0779662
0.94,0.37,46.4598804
0.94,0.38,45.83864702
0.94,0.39,45.21455025
0.94,0.4,44.58774082
0.94,0.41,43.9583291
0.94,0.42,43.32674421
0.94,0.43,42.6945229
0.94,0.44,42.07001622
0.94,0.45,41.44226489
0.94,0.46,40.81206523
0.94,0.47,40.17882273
0.94,0.48,40.81416942
0.94,0.49,41.44919434
0.94,0.5,42.08367096
0.94,0.51,42.7173363
0.94,0.52,43.34987797
0.94,0.53,43.98079994
0.94,0.54,44.59036859
0.94,0.55,45.21961501
0.94,0.56,45.8468329
0.94,0.57,46.4716974
0.94,0.58,47.09385731
0.94,0.59,47.71290492
0.94,0.6,48.3283014
0.94,0.61,48.93910984
0.94,0.62,49.54265546
0.94,0.63,50.12051728
0.94,0.64,50.44252755
0.94,0.65,50.30019747
0.94,0.66,50.02638063
0.94,0.67,49.71528723
0.94,0.68,49.38782708
0.94,0.69,49.05129683
0.94,0.7,48.70900953
0.94,0.71,48.3627353
0.94,0.72,48.01352931
0.94,0.73,47.66206465
0.94,0.74,47.30876662
0.94,0.75,46.95376101
0.94,0.76,46.59603192
0.94,0.77,46.24108006
0.94,0.78,45.88513612
0.94,0.79,45.52845277
0.94,0.8,45.17123685
0.94,0.81,44.81366131
0.94,0.82,44.45587707
0.94,0.83,44.098016
0.94,0.84,43.74019844
0.94,0.85,43.38253355
0.94,0.86,43.02512015
0.94,0.87,42.66804615
0.94,0.88,42.31138482
0.94,0.89,41.95518685
0.94,0.9,41.59947
0.94,0.91,41.24419349
0.94,0.92,40.88922533
0.94,0.93,40.53427912
0.95,0.01,40.61237911
0.95,0.02,40.968718
0.95,0.03,41.32583943
0.95,0.04,41.68370205
0.95,0.05,42.04360262
0.95,0.06,42.40679528
0.95,0.07,42.77058574
0.95,0.08,43.13491808
0.95,0.09,43.49973449
0.95,0.1,43.86497543
0.95,0.11,44.23057972
0.95,0.12,44.59648453
0.95,0.13,44.9626254
0.95,0.14,45.32893611
0.95,0.15,45.69534862
0.95,0.16,46.06179284
0.95,0.17,46.42819646
0.95,0.18,46.79448452
0.95,0.19,47.16057886
0.95,0.2,47.52639714
0.95,0.21,47.89185117
0.95,0.22,48.25684373
0.95,0.23,48.62126183
0.95,0.24,48.98496092
0.95,0.25,49.34771896
0.95,0.26,49.70905253
0.95,0.27,50.06658111
0.95,0.28,50.37803289
0.95,0.29,50.73283316
0.95,0.3,50.99721216
0.95,0.31,50.59726266
0.95,0.32,50.01575388
0.95,0.33,49.41307565
0.95,0.34,48.80117749
0.95,0.35,48.1832602
0.95,0.36,47.56070777
0.95,0.37,46.93429761
0.95,0.38,46.30453584
0.95,0.39,45.67176837
0.95,0.4,45.03620425
0.95,0.41,44.39794664
0.95,0.42,43.75722417
0.95,0.43,43.11474217
0.95,0.44,42.47721536
0.95,0.45,41.84190559
0.95,0.46,41.20998369
0.95,0.47,40.57547486
0.95,0.48,40.57607927
0.95,0.49,41.21433351
0.95,0.5,41.85215968
0.95,0.51,42.49562473
0.95,0.52,43.1388947
0.95,0.53,43.78082912
0.95,0.54,44.42047479
0.95,0.55,45.03997464
0.95,0.56,45.67837765
0.95,0.57,46.31458527
0.95,0.58,46.94826256
0.95,0.59,47.57903656
0.95,0.6,48.20645576
0.95,0.61,48.82986579
0.95,0.62,49.44792353
0.95,0.63,50.05554723
0.95,0.64,50.59996663
0.95,0.65,50.71989691
0.95,0.66,50.50361767
0.95,0.67,50.20885589
0.95,0.68,49.88698454
0.95,0.69,49.55192184
0.95,0.7,49.20912958
0.95,0.71,48.86126646
0.95,0.72,48.50981974
0.95,0.73,48.15570392
0.95,0.74,47.79950988
0.95,0.75,47.44159563
0.95,0.76,47.08191929
0.95,0.77,46.72050079
0.95,0.78,46.36127854
0.95,0.79,46.00117084
0.95,0.8,45.64041913
0.95,0.81,45.27922123
0.95,0.82,44.91774421
0.95,0.83,44.5561343
0.95,0.84,44.1945221
0.95,0.85,43.83302397
0.95,0.86,43.47174819
0.95,0.87,43.11079132
0.95,0.88,42.75023987
0.95,0.89,42.39016647
0.95,0.9,42.0306199
0.95,0.91,41.6743609
0.95,0.92,41.31979676
0.95,0.93,40.96559206
0.95,0.94,40.61145764
0.96,0.01,40.68606498
0.96,0.02,41.04550267
0.96,0.03,41.40578107
0.96,0.04,41.7668597
0.96,0.05,42.12869277
0.96,0.06,42.49123077
0.96,0.07,42.85442136
0.96,0.08,43.21820999
0.96,0.09,43.58254022
0.96,0.1,43.94966278
0.96,0.11,44.31891378
0.96,0.12,44.6885311
0.96,0.13,45.05845104
0.96,0.14,45.42860822
0.96,0.15,45.79893539
0.96,0.16,46.16936337
0.96,0.17,46.53982077
0.96,0.18,46.91023366
0.96,0.19,47.28052506
0.96,0.2,47.65061413
0.96,0.21,48.02041468
0.96,0.22,48.38983256
0.96,0.23,48.75876023
0.96,0.24,49.12706466
0.96,0.25,49.49455449
0.96,0.26,49.86086467
0.96,0.27,50.2247487
0.96,0.28,50.53715272
0.96,0.29,50.90054313
0.96,0.3,51.23358579
0.96,0.31,51.09323347
0.96,0.32,50.52479499
0.96,0.33,49.9186164
0.96,0.34,49.30039189
0.96,0.35,48.67512922
0.96,0.36,48.04470831
0.96,0.37,47.41009855
0.96,0.38,46.77190281
0.96,0.39,46.13053213
0.96,0.4,45.48625576
0.96,0.41,44.83921529
0.96,0.42,44.18953253
0.96,0.43,43.53984453
0.96,0.44,42.89458432
0.96,0.45,42.25742082
0.96,0.46,41.61687866
0.96,0.47,40.9737843
0.96,0.48,40.32750066
0.96,0.49,40.97599806
0.96,0.5,41.62417099
0.96,0.51,42.27179515
0.96,0.52,42.9186079
0.96,0.53,43.56429465
0.96,0.54,44.21352576
0.96,0.55,44.84187867
0.96,0.56,45.49139765
0.96,0.57,46.13887734
0.96,0.58,46.78399119
0.96,0.59,47.4263891
0.96,0.6,48.06566944
0.96,0.61,48.7013164
0.96,0.62,49.33248803
0.96,0.63,49.95707028
0.96,0.64,50.56381193
0.96,0.65,51.00829908
0.96,0.66,50.94925869
0.96,0.67,50.68974179
0.96,0.68,50.37916271
0.96,0.69,50.04795041
0.96,0.7,49.70585941
0.96,0.71,49.35709793
0.96,0.72,49.00383965
0.96,0.73,48.64734885
0.96,0.74,48.28842385
0.96,0.75,47.92758302
0.96,0.76,47.5651101
0.96,0.77,47.2006859
0.96,0.78,46.8358423
0.96,0.79,46.4724261
0.96,0.8,46.10822925
0.96,0.81,45.74348113
0.96,0.82,45.37837175
0.96,0.83,45.01306383
0.96,0.84,44.64769892
0.96,0.85,44.28240479
0.96,0.86,43.91729578
0.96,0.87,43.55448587
0.96,0.88,43.19401546
0.96,0.89,42.83401219
0.96,0.9,42.47454464
0.96,0.91,42.11566275
0.96,0.92,41.75737735
0.96,0.93,41.3996463
0.96,0.94,41.0423279
0.96,0.95,40.68512962
0.97,0.01,40.75218493
0.97,0.02,41.11465373
0.97,0.03,41.47802121
0.97,0.04,41.84224778
0.97,0.05,42.20728847
0.97,0.06,42.57309455
0.97,0.07,42.93961444
0.97,0.08,43.30679437
0.97,0.09,43.67457864
0.97,0.1,44.04290988
0.97,0.11,44.41172908
0.97,0.12,44.78097565
0.97,0.13,45.15058738
0.97,0.14,45.52050038
0.97,0.15,45.89368345
0.97,0.16,46.26802524
0.97,0.17,46.64246641
0.97,0.18,47.01693406
0.97,0.19,47.39135238
0.97,0.2,47.76564193
0.97,0.21,48.13971837
0.97,0.22,48.51349029
0.97,0.23,48.88685476
0.97,0.24,49.25968789
0.97,0.25,49.63182081
0.97,0.26,50.00296341
0.97,0.27,50.37233592
0.97,0.28,50.72928333
0.97,0.29,51.0562306
0.97,0.3,51.4128122
0.97,0.31,51.54844122
0.97,0.32,51.03075979
0.97,0.33,50.42402603
0.97,0.34,49.80027533
0.97,0.35,49.16802442
0.97,0.36,48.52994436
0.97,0.37,47.88727967
0.97,0.38,47.24075838
0.97,0.39,46.59086521
0.97,0.4,45.93793061
0.97,0.41,45.28569292
0.97,0.42,44.63425232
0.97,0.43,43.98035288
0.97,0.44,43.32472896
0.97,0.45,42.67445581
0.97,0.46,42.02557229
0.97,0.47,41.37382202
0.97,0.48,40.71933688
0.97,0.49,40.7199798
0.97,0.5,41.37844978
0.97,0.51,42.03648557
0.97,0.52,42.69384206
0.97,0.53,43.35023368
0.97,0.54,44.00528345
0.97,0.55,44.65800523
0.97,0.56,45.28947676
0.97,0.57,45.94465747
0.97,0.58,46.60113133
0.97,0.59,47.25506291
0.97,0.6,47.90608188
0.97,0.61,48.55374736
0.97,0.62,49.19744505
0.97,0.63,49.83601366
0.97,0.64,50.46573117
0.97,0.65,51.05728478
0.97,0.66,51.32093953
0.97,0.67,51.14883482
0.97,0.68,50.86124743
0.97,0.69,50.53797451
0.97,0.7,50.19844335
0.97,0.71,49.84977578
0.97,0.72,49.49529367
0.97,0.73,49.13680169
0.97,0.74,48.77538684
0.97,0.75,48.41174894
0.97,0.76,48.04633963
0.97,0.77,47.67935193
0.97,0.78,47.31000052
0.97,0.79,46.94211674
0.97,0.8,46.57458403
0.97,0.81,46.20637194
0.97,0.82,45.83769982
0.97,0.83,45.47028603
0.97,0.84,45.1051861
0.97,0.85,44.74010528
0.97,0.86,44.37516605
0.97,0.87,44.01047961
0.97,0.88,43.64614886
0.97,0.89,43.28226757
0.97,0.9,42.91891782
0.97,0.91,42.55616934
0.97,0.92,42.19406772
0.97,0.93,41.8326251
0.97,0.94,41.47179381
0.97,0.95,41.11143047
0.97,0.96,40.75123499
0.98,0.01,40.8108109
0.98,0.02,41.17624278
0.98,0.03,41.54263111
0.98,0.04,41.90993718
0.98,0.05,42.27811687
0.98,0.06,42.64712223
0.98,0.07,43.01690247
0.98,0.08,43.38740457
0.98,0.09,43.75857362
0.98,0.1,44.130353
0.98,0.11,44.5026845
0.98,0.12,44.87550829
0.98,0.13,45.24876296
0.98,0.14,45.62238544
0.98,0.15,45.99631089
0.98,0.16,46.3704726
0.98,0.17,46.74480177
0.98,0.18,47.1192273
0.98,0.19,47.49367529
0.98,0.2,47.87153933
0.98,0.21,48.24982029
0.98,0.22,48.62787429
0.98,0.23,49.0056024
0.98,0.24,49.38288814
0.98,0.25,49.75957959
0.98,0.26,50.13543689
0.98,0.27,50.50991912
0.98,0.28,50.88018586
0.98,0.29,51.20112167
0.98,0.3,51.57000943
0.98,0.31,51.87044456
0.98,0.32,51.52964446
0.98,0.33,50.92864493
0.98,0.34,50.30061823
0.98,0.35,49.66185965
0.98,0.36,49.0163785
0.98,0.37,48.36582809
0.98,0.38,47.71110555
0.98,0.39,47.05802386
0.98,0.4,46.4035362
0.98,0.41,45.74613168
0.98,0.42,45.08594248
0.98,0.43,44.4231036
0.98,0.44,43.75811348
0.98,0.45,43.09274202
0.98,0.46,42.43601429
0.98,0.47,41.77572107
0.98,0.48,41.11273379
0.98,0.49,40.44636616
0.98,0.5,41.11508847
0.98,0.51,41.78347988
0.98,0.52,42.45131596
0.98,0.53,43.11833145
0.98,0.54,43.7842056
0.98,0.55,44.4484125
0.98,0.56,45.08862005
0.98,0.57,45.75130264
0.98,0.58,46.41195798
0.98,0.59,47.07026118
0.98,0.6,47.72780831
0.98,0.61,48.3873396
0.98,0.62,49.04324974
0.98,0.63,49.69476827
0.98,0.64,50.34015508
0.98,0.65,50.97191616
0.98,0.66,51.50685493
0.98,0.67,51.5635545
0.98,0.68,51.32729735
0.98,0.69,51.01969279
0.98,0.7,50.68576095
0.98,0.71,50.33866868
0.98,0.72,49.98379019
0.98,0.73,49.62380245
0.98,0.74,49.26022415
0.98,0.75,48.89399795
0.98,0.76,48.52573914
0.98,0.77,48.15583413
0.98,0.78,47.78435154
0.98,0.79,47.41155866
0.98,0.8,47.04476806
0.98,0.81,46.67714844
0.98,0.82,46.30895521
0.98,0.83,45.94039552
0.98,0.84,45.57164499
0.98,0.85,45.20285362
0.98,0.86,44.83415553
0.98,0.87,44.46567
0.98,0.88,44.09750762
0.98,0.89,43.72976919
0.98,0.9,43.36254551
0.98,0.91,42.99591986
0.98,0.92,42.62995846
0.98,0.93,42.2647066
0.98,0.94,41.90017393
0.98,0.95,41.53631128
0.98,0.96,41.17297174
0.98,0.97,40.80984657
0.99,0.01,40.86201561
0.99,0.02,41.23034228
0.99,0.03,41.59968292
0.99,0.04,41.96999974
0.99,0.05,42.34124944
0.99,0.06,42.7133849
0.99,0.07,43.08635611
0.99,0.08,43.46011083
0.99,0.09,43.83459493
0.99,0.1,44.20975258
0.99,0.11,44.58552634
0.99,0.12,44.96185719
0.99,0.13,45.33868453
0.99,0.14,45.71594611
0.99,0.15,46.09357792
0.99,0.16,46.47151414
0.99,0.17,46.8496869
0.99,0.18,47.22802606
0.99,0.19,47.60645884
0.99,0.2,47.98490927
0.99,0.21,48.36329723
0.99,0.22,48.7415369
0.99,0.23,49.11953378
0.99,0.24,49.49717873
0.99,0.25,49.87789211
0.99,0.26,50.25836097
0.99,0.27,50.63772784
0.99,0.28,51.014555
0.99,0.29,51.3357951
0.99,0.3,51.71291206
0.99,0.31,52.06421272
0.99,0.32,52.0095209
0.99,0.33,51.43127164
0.99,0.34,50.80109809
0.99,0.35,50.15651024
0.99,0.36,49.50433392
0.99,0.37,48.85302775
0.99,0.38,48.19722303
0.99,0.39,47.53759976
0.99,0.4,46.87461792
0.99,0.41,46.20859074
0.99,0.42,45.53970132
0.99,0.43,44.86805226
0.99,0.44,44.19392914
0.99,0.45,43.51809298
0.99,0.46,42.84805092
0.99,0.47,42.17951538
0.99,0.48,41.50795272
0.99,0.49,40.83349726
0.99,0.5,40.83418069
0.99,0.51,41.51287491
0.99,0.52,42.19112878
0.99,0.53,42.86869577
0.99,0.54,43.54528614
0.99,0.55,44.22051215
0.99,0.56,44.89332996
0.99,0.57,45.54354811
0.99,0.58,46.21537048
0.99,0.59,46.88499883
0.99,0.6,47.55210052
0.99,0.61,48.21631119
0.99,0.62,48.87720303
0.99,0.63,49.53419934
0.99,0.64,50.19315851
0.99,0.65,50.84433469
0.99,0.66,51.47007462
0.99,0.67,51.86815791
0.99,0.68,51.76424535
0.99,0.69,51.48901145
0.99,0.7,51.1660574
0.99,0.71,50.82286723
0.99,0.72,50.46879537
0.99,0.73,50.10801016
0.99,0.74,49.7427063
0.99,0.75,49.3759219
0.99,0.76,49.00889513
0.99,0.77,48.64002753
0.99,0.78,48.2696334
0.99,0.79,47.89759163
0.99,0.8,47.52396788
0.99,0.81,47.15310601
0.99,0.82,46.78152363
0.99,0.83,46.40946403
0.99,0.84,46.03712577
0.99,0.85,45.66467738
0.99,0.86,45.29226608
0.99,0.87,44.92002143
0.99,0.88,44.54806101
0.99,0.89,44.17649264
0.99,0.9,43.80541552
0.99,0.91,43.4349201
0.99,0.92,43.06508676
0.99,0.93,42.69598209
0.99,0.94,42.32764948
0.99,0.95,41.9600964
0.99,0.96,41.59327102
0.99,0.97,41.22702257
0.99,0.98,40.86103707
1,0.01,40.90587253
1,0.02,41.27702544
1,0.03,41.64924959
1,0.04,42.0225081
1,0.05,42.39675854
1,0.06,42.77195457
1,0.07,43.14804701
1,0.08,43.52498441
1,0.09,43.90271342
1,0.1,44.28117901
1,0.11,44.66032453
1,0.12,45.04009179
1,0.13,45.42042099
1,0.14,45.8012507
1,0.15,46.18251781
1,0.16,46.56415734
1,0.17,46.94610236
1,0.18,47.32828372
1,0.19,47.71062972
1,0.2,48.09306563
1,0.21,48.47551285
1,0.22,48.85788759
1,0.23,49.24009836
1,0.24,49.62204112
1,0.25,50.00358878
1,0.26,50.38456424
1,0.27,50.7646545
1,0.28,51.14298703
1,0.29,51.50418287
1,0.3,51.84405089
1,0.31,52.21547264
1,0.32,52.42279535
1,0.33,51.92943459
1,0.34,51.30427354
1,0.35,50.66163555
1,0.36,50.00930451
1,0.37,49.35056317
1,0.38,48.68687448
1,0.39,48.01906756
1,0.4,47.34768491
1,0.41,46.67310143
1,0.42,45.99555821
1,0.43,45.31518027
1,0.44,44.63211999
1,0.45,43.94691217
1,0.46,43.2613856
1,0.47,42.58514267
1,0.48,41.90512802
1,0.49,41.22226575
1,0.5,40.53581952
1,0.51,41.22476931
1,0.52,41.91338156
1,0.53,42.60143191
1,0.54,43.28865236
1,0.55,43.97471544
1,0.56,44.65907207
1,0.57,45.31790897
1,0.58,46.00082222
1,0.59,46.68169915
1,0.6,47.36021276
1,0.61,48.03601762
1,0.62,48.70872511
1,0.63,49.37785732
1,0.64,50.04270629
1,0.65,50.70180801
1,0.66,51.34986232
1,0.67,51.94356622
1,0.68,52.13763378
1,0.69,51.93776273
1,0.7,51.63638504
1,0.71,51.30407775
1,0.72,50.95629874
1,0.73,50.59946442
1,0.74,50.23684773
1,0.75,49.87025649
1,0.76,49.50079197
1,0.77,49.12916959
1,0.78,48.75585798
1,0.79,48.38109335
1,0.8,48.00444685
1,0.81,47.62774286
1,0.82,47.25288923
1,0.83,46.87742093
1,0.84,46.50156941
1,0.85,46.12552564
1,0.86,45.74945231
1,0.87,45.37349268
1,0.88,44.99777301
1,0.89,44.62240864
1,0.9,44.24750466
1,0.91,43.87315971
1,0.92,43.49946277
1,0.93,43.12649221
1,0.94,42.75431369
1,0.95,42.38296959
1,0.96,42.01246509
1,0.97,41.64274632
1,0.98,41.2736573
1,0.99,40.90487891
1.01,0.01,40.94245582
1.01,0.02,41.31636623
1.01,0.03,41.69140486
1.01,0.04,42.06753576
1.01,0.05,42.44471736
1.01,0.06,42.82290415
1.01,0.07,43.20204776
1.01,0.08,43.58209753
1.01,0.09,43.96300093
1.01,0.1,44.34470372
1.01,0.11,44.72715008
1.01,0.12,45.11028262
1.01,0.13,45.49404238
1.01,0.14,45.87836879
1.01,0.15,46.26319956
1.01,0.16,46.64847064
1.01,0.17,47.034116
1.01,0.18,47.42006749
1.01,0.19,47.80625448
1.01,0.2,48.19260345
