Eg,Eic,eff
1.86,1.61,40.2944003
1.86,1.62,39.8360476
1.86,1.63,39.38144046
1.86,1.64,38.93058895
1.86,1.65,38.48350365
1.86,1.66,38.04019354
1.86,1.67,37.60066464
1.86,1.68,37.16492466
1.86,1.69,36.73297478
1.86,1.7,36.30482124
1.86,1.71,35.88046641
1.86,1.72,35.45991345
1.86,1.73,35.04316607
1.86,1.74,34.63022827
1.86,1.75,34.22167604
1.86,1.76,33.81755808
1.86,1.77,33.41723832
1.86,1.78,33.02071553
1.86,1.79,32.62798368
1.86,1.8,32.23902221
1.86,1.81,31.85379749
1.86,1.82,31.4722337
1.86,1.83,31.09419019
1.86,1.84,30.71941928
1.86,1.85,30.34747981
1.87,0.01,30.14571325
1.87,0.02,30.51875821
1.87,0.03,30.89544142
1.87,0.04,31.27579399
1.87,0.05,31.65984072
1.87,0.06,32.0476025
1.87,0.07,32.43909774
1.87,0.08,32.83434331
1.87,0.09,33.23399104
1.87,0.1,33.63906288
1.87,0.11,34.0479522
1.87,0.12,34.46067299
1.87,0.13,34.87723881
1.87,0.14,35.29766276
1.87,0.15,35.72195747
1.87,0.16,36.15013511
1.87,0.17,36.58220735
1.87,0.18,37.01818535
1.87,0.19,37.45807972
1.87,0.2,37.90190049
1.87,0.21,38.3496571
1.87,0.22,38.80135839
1.87,0.23,39.25701254
1.87,0.24,39.71662705
1.87,0.25,40.18020875
1.87,0.26,40.64776374
1.87,0.27,41.11929735
1.87,0.28,41.59481417
1.87,0.29,42.07431795
1.87,0.3,42.55781163
1.87,0.31,43.04529724
1.87,0.32,43.5367759
1.87,0.33,44.0322478
1.87,0.34,44.53171206
1.87,0.35,45.03516679
1.87,0.36,45.54260893
1.87,0.37,46.0540342
1.87,0.38,46.56943704
1.87,0.39,47.08881044
1.87,0.4,47.61214585
1.87,0.41,48.13943295
1.87,0.42,48.67065946
1.87,0.43,49.20581082
1.87,0.44,49.74486978
1.87,0.45,50.29019059
1.87,0.46,50.83998308
1.87,0.47,51.39361425
1.87,0.48,51.9510435
1.87,0.49,52.51221929
1.87,0.5,53.07707409
1.87,0.51,53.64551588
1.87,0.52,54.21741261
1.87,0.53,54.79256175
1.87,0.54,55.37062364
1.87,0.55,55.95095212
1.87,0.56,56.53205128
1.87,0.57,57.10888899
1.87,0.58,57.59244322
1.87,0.59,58.03632621
1.87,0.6,58.63842095
1.87,0.61,59.24253989
1.87,0.62,59.84749219
1.87,0.63,60.45126437
1.87,0.64,61.05036545
1.87,0.65,61.63798925
1.87,0.66,62.1981895
1.87,0.67,62.68304894
1.87,0.68,62.96972472
1.87,0.69,62.45898615
1.87,0.7,61.38102048
1.87,0.71,60.17364234
1.87,0.72,58.91846546
1.87,0.73,57.63107141
1.87,0.74,56.32383578
1.87,0.75,55.00281692
1.87,0.76,53.67140953
1.87,0.77,52.33171246
1.87,0.78,50.9851242
1.87,0.79,49.63263217
1.87,0.8,48.27495952
1.87,0.81,46.91265493
1.87,0.82,45.54613781
1.87,0.83,44.17572833
1.87,0.84,42.80167421
1.87,0.85,41.42417662
1.87,0.86,40.04930227
1.87,0.87,38.67301675
1.87,0.88,37.29455115
1.87,0.89,35.914665
1.87,0.9,34.5348211
1.87,0.91,33.15775695
1.87,0.92,31.78871883
1.87,0.93,30.43830986
1.87,0.94,30.46697564
1.87,0.95,31.78919709
1.87,0.96,33.15907531
1.87,0.97,34.53752713
1.87,0.98,35.91952211
1.87,0.99,37.30257584
1.87,1,38.6853993
1.87,1.01,40.06726384
1.87,1.02,41.45234532
1.87,1.03,42.83906686
1.87,1.04,44.22357441
1.87,1.05,45.60553799
1.87,1.06,46.98462124
1.87,1.07,48.36045871
1.87,1.08,49.73263061
1.87,1.09,51.10062648
1.87,1.1,52.46378408
1.87,1.11,53.82117554
1.87,1.12,55.17137232
1.87,1.13,56.51189803
1.87,1.14,57.83774406
1.87,1.15,59.13653178
1.87,1.16,60.36941149
1.87,1.17,61.48786446
1.87,1.18,62.19658203
1.87,1.19,62.20799046
1.87,1.2,61.87181494
1.87,1.21,61.43043657
1.87,1.22,60.94569054
1.87,1.23,60.42878197
1.87,1.24,59.89308836
1.87,1.25,59.3459204
1.87,1.26,58.7916485
1.87,1.27,58.23306782
1.87,1.28,57.67206421
1.87,1.29,57.10996274
1.87,1.3,56.55074748
1.87,1.31,55.99274817
1.87,1.32,55.43514272
1.87,1.33,54.87846059
1.87,1.34,54.32311233
1.87,1.35,53.76941738
1.87,1.36,53.21761253
1.87,1.37,52.6678604
1.87,1.38,52.12024043
1.87,1.39,51.57472281
1.87,1.4,51.03112277
1.87,1.41,50.48903711
1.87,1.42,49.94790628
1.87,1.43,49.4114622
1.87,1.44,48.88220821
1.87,1.45,48.36531132
1.87,1.46,47.85077564
1.87,1.47,47.33883451
1.87,1.48,46.82968023
1.87,1.49,46.32347253
1.87,1.5,45.82034399
1.87,1.51,45.32040768
1.87,1.52,44.82375918
1.87,1.53,44.33047912
1.87,1.54,43.84063772
1.87,1.55,43.35429199
1.87,1.56,42.87149584
1.87,1.57,42.39229049
1.87,1.58,41.91671422
1.87,1.59,41.44479938
1.87,1.6,40.97657266
1.87,1.61,40.51205881
1.87,1.62,40.05127628
1.87,1.63,39.59424119
1.87,1.64,39.14096928
1.87,1.65,38.69147133
1.87,1.66,38.24575671
1.87,1.67,37.80383088
1.87,1.68,37.36570322
1.87,1.69,36.93137593
1.87,1.7,36.50085223
1.87,1.71,36.07413699
1.87,1.72,35.65243328
1.87,1.73,35.23456431
1.87,1.74,34.82050133
1.87,1.75,34.41024343
1.87,1.76,34.00379272
1.87,1.77,33.60114804
1.87,1.78,33.20230916
1.87,1.79,32.8072752
1.87,1.8,32.41603692
1.87,1.81,32.02857739
1.87,1.82,31.64485855
1.87,1.83,31.26480514
1.87,1.84,30.88827634
1.87,1.85,30.51502313
1.87,1.86,30.14460367
1.88,0.01,29.94217456
1.88,0.02,30.31368362
1.88,0.03,30.68883376
1.88,0.04,31.06765658
1.88,0.05,31.45017733
1.88,0.06,31.83641735
1.88,0.07,32.22639557
1.88,0.08,32.62012931
1.88,0.09,33.01763488
1.88,0.1,33.41892787
1.88,0.11,33.82402328
1.88,0.12,34.23501777
1.88,0.13,34.65008347
1.88,0.14,35.06901555
1.88,0.15,35.49182721
1.88,0.16,35.9185312
1.88,0.17,36.34913979
1.88,0.18,36.78366472
1.88,0.19,37.22211724
1.88,0.2,37.66450801
1.88,0.21,38.11084713
1.88,0.22,38.56114407
1.88,0.23,39.01540771
1.88,0.24,39.47364623
1.88,0.25,39.93586717
1.88,0.26,40.40207734
1.88,0.27,40.87228283
1.88,0.28,41.34648897
1.88,0.29,41.82470029
1.88,0.3,42.3069205
1.88,0.31,42.79315245
1.88,0.32,43.28339809
1.88,0.33,43.77765845
1.88,0.34,44.27593355
1.88,0.35,44.77822235
1.88,0.36,45.28452275
1.88,0.37,45.79483142
1.88,0.38,46.30914379
1.88,0.39,46.82745388
1.88,0.4,47.34975421
1.88,0.41,47.87603564
1.88,0.42,48.40628709
1.88,0.43,48.94049532
1.88,0.44,49.47864456
1.88,0.45,50.02071592
1.88,0.46,50.56668679
1.88,0.47,51.11714257
1.88,0.48,51.67379802
1.88,0.49,52.23424747
1.88,0.5,52.79842938
1.88,0.51,53.36626071
1.88,0.52,53.93762415
1.88,0.53,54.51234357
1.88,0.54,55.09013241
1.88,0.55,55.6704698
1.88,0.56,56.25223711
1.88,0.57,56.83221878
1.88,0.58,57.39040295
1.88,0.59,57.75561749
1.88,0.6,58.35784394
1.88,0.61,58.9624268
1.88,0.62,59.56840139
1.88,0.63,60.17413709
1.88,0.64,60.7768814
1.88,0.65,61.37159864
1.88,0.66,61.94749951
1.88,0.67,62.47599832
1.88,0.68,62.8975709
1.88,0.69,62.80916844
1.88,0.7,61.89960442
1.88,0.71,60.72037464
1.88,0.72,59.47736269
1.88,0.73,58.19761228
1.88,0.74,56.89317046
1.88,0.75,55.57241567
1.88,0.76,54.2397885
1.88,0.77,52.8979236
1.88,0.78,51.54851966
1.88,0.79,50.19274673
1.88,0.8,48.83144731
1.88,0.81,47.46525214
1.88,0.82,46.09464107
1.88,0.83,44.71998144
1.88,0.84,43.34155554
1.88,0.85,41.96130472
1.88,0.86,40.58273677
1.88,0.87,39.20148636
1.88,0.88,37.81783687
1.88,0.89,36.43233092
1.88,0.9,35.04603616
1.88,0.91,33.66097678
1.88,0.92,32.28097428
1.88,0.93,30.91356571
1.88,0.94,29.57426481
1.88,0.95,30.91378836
1.88,0.96,32.28184657
1.88,0.97,33.66297649
1.88,0.98,35.04982269
1.88,0.99,36.43881117
1.88,1,37.82814163
1.88,1.01,39.21684639
1.88,1.02,40.60434698
1.88,1.03,41.99282664
1.88,1.04,43.38477826
1.88,1.05,44.77435468
1.88,1.06,46.16122523
1.88,1.07,47.54504108
1.88,1.08,48.92541204
1.88,1.09,50.30187669
1.88,1.1,51.67385573
1.88,1.11,53.04056934
1.88,1.12,54.40087593
1.88,1.13,55.75292119
1.88,1.14,57.09326617
1.88,1.15,58.41432517
1.88,1.16,59.69524341
1.88,1.17,60.89645437
1.88,1.18,61.8744657
1.88,1.19,62.27566363
1.88,1.2,62.08159414
1.88,1.21,61.67804969
1.88,1.22,61.21248754
1.88,1.23,60.71083133
1.88,1.24,60.18387272
1.88,1.25,59.64174938
1.88,1.26,59.09025844
1.88,1.27,58.53298416
1.88,1.28,57.97228049
1.88,1.29,57.40976664
1.88,1.3,56.84660124
1.88,1.31,56.28363767
1.88,1.32,55.72252044
1.88,1.33,55.16444847
1.88,1.34,54.60749263
1.88,1.35,54.0520243
1.88,1.36,53.4983294
1.88,1.37,52.94661526
1.88,1.38,52.3970132
1.88,1.39,51.84956444
1.88,1.4,51.30418666
1.88,1.41,50.76062104
1.88,1.42,50.21844349
1.88,1.43,49.68291953
1.88,1.44,49.14974965
1.88,1.45,48.61847761
1.88,1.46,48.10209221
1.88,1.47,47.58828611
1.88,1.48,47.07714895
1.88,1.49,46.56886274
1.88,1.5,46.06358027
1.88,1.51,45.56142798
1.88,1.52,45.06251336
1.88,1.53,44.56692756
1.88,1.54,44.07474844
1.88,1.55,43.58604184
1.88,1.56,43.10086333
1.88,1.57,42.61926326
1.88,1.58,42.14128208
1.88,1.59,41.66695642
1.88,1.6,41.19631481
1.88,1.61,40.72938451
1.88,1.62,40.26618834
1.88,1.63,39.80674336
1.88,1.64,39.35106468
1.88,1.65,38.89916656
1.88,1.66,38.45105825
1.88,1.67,38.00674954
1.88,1.68,37.56697405
1.88,1.69,37.1314796
1.88,1.7,36.69980515
1.88,1.71,36.27194953
1.88,1.72,35.84791412
1.88,1.73,35.42769659
1.88,1.74,35.01129493
1.88,1.75,34.59871038
1.88,1.76,34.18993912
1.88,1.77,33.78498297
1.88,1.78,33.38384028
1.88,1.79,32.98650987
1.88,1.8,32.59299054
1.88,1.81,32.20327444
1.88,1.82,31.81734216
1.88,1.83,31.43515431
1.88,1.84,31.05663813
1.88,1.85,30.68165033
1.88,1.86,30.30993804
1.88,1.87,29.94106204
1.89,0.01,29.73801336
1.89,0.02,30.10796333
1.89,0.03,30.48155669
1.89,0.04,30.85882547
1.89,0.05,31.23979542
1.89,0.06,31.62448833
1.89,0.07,32.01292357
1.89,0.08,32.40511897
1.89,0.09,32.80109131
1.89,0.1,33.20085666
1.89,0.11,33.60443055
1.89,0.12,34.01182802
1.89,0.13,34.4230637
1.89,0.14,34.83938881
1.89,0.15,35.2606867
1.89,0.16,35.68588567
1.89,0.17,36.11499856
1.89,0.18,36.54803773
1.89,0.19,36.98501501
1.89,0.2,37.42594171
1.89,0.21,37.87082854
1.89,0.22,38.31968564
1.89,0.23,38.77252255
1.89,0.24,39.22934813
1.89,0.25,39.69017062
1.89,0.26,40.15499754
1.89,0.27,40.62383569
1.89,0.28,41.09669116
1.89,0.29,41.57356924
1.89,0.3,42.05447441
1.89,0.31,42.53941032
1.89,0.32,43.02837975
1.89,0.33,43.52138454
1.89,0.34,44.01842558
1.89,0.35,44.51950273
1.89,0.36,45.02461477
1.89,0.37,45.53375934
1.89,0.38,46.04693283
1.89,0.39,46.56413028
1.89,0.4,47.08534528
1.89,0.41,47.61056979
1.89,0.42,48.13979395
1.89,0.43,48.6730058
1.89,0.44,49.21019095
1.89,0.45,49.75133214
1.89,0.46,50.29640853
1.89,0.47,50.84539483
1.89,0.48,51.39825992
1.89,0.49,51.9549648
1.89,0.5,52.51717093
1.89,0.51,53.08432333
1.89,0.52,53.6550791
1.89,0.53,54.22928394
1.89,0.54,54.80669348
1.89,0.55,55.38688062
1.89,0.56,55.96898363
1.89,0.57,56.550801
1.89,0.58,57.12295648
1.89,0.59,57.47160144
1.89,0.6,58.07382472
1.89,0.61,58.67867777
1.89,0.62,59.28537768
1.89,0.63,59.89259827
1.89,0.64,60.49813089
1.89,0.65,61.09812996
1.89,0.66,61.68497268
1.89,0.67,62.24048364
1.89,0.68,62.72742829
1.89,0.69,62.96467414
1.89,0.7,62.37077361
1.89,0.71,61.2666591
1.89,0.72,60.03230364
1.89,0.73,58.76211191
1.89,0.74,57.46250067
1.89,0.75,56.14316332
1.89,0.76,54.81004744
1.89,0.77,53.4665189
1.89,0.78,52.11467213
1.89,0.79,50.7559083
1.89,0.8,49.39121777
1.89,0.81,48.02132848
1.89,0.82,46.64679097
1.89,0.83,45.26802678
1.89,0.84,43.88535761
1.89,0.85,42.50381873
1.89,0.86,41.12051704
1.89,0.87,39.73443571
1.89,0.88,38.34579562
1.89,0.89,36.95498762
1.89,0.9,35.56278044
1.89,0.91,34.17066634
1.89,0.92,32.78144744
1.89,0.93,31.40053886
1.89,0.94,30.03888383
1.89,0.95,30.03894513
1.89,0.96,31.40105454
1.89,0.97,32.78286232
1.89,0.98,34.17355321
1.89,0.99,35.56793585
1.89,1,36.9634511
1.89,1.01,38.3587756
1.89,1.02,39.75316529
1.89,1.03,41.14614566
1.89,1.04,42.53780816
1.89,1.05,43.93484326
1.89,1.06,45.32934288
1.89,1.07,46.72096949
1.89,1.08,48.10935571
1.89,1.09,49.49407861
1.89,1.1,50.87462278
1.89,1.11,52.25031873
1.89,1.12,53.62022876
1.89,1.13,54.98291299
1.89,1.14,56.3358903
1.89,1.15,57.67419751
1.89,1.16,58.9857946
1.89,1.17,60.23391054
1.89,1.18,61.38897774
1.89,1.19,62.1636448
1.89,1.2,62.22981044
1.89,1.21,61.91386026
1.89,1.22,61.46614778
1.89,1.23,60.98277951
1.89,1.24,60.46778965
1.89,1.25,59.93261459
1.89,1.26,59.3851118
1.89,1.27,58.82995445
1.89,1.28,58.27011945
1.89,1.29,57.70760785
1.89,1.3,57.14382179
1.89,1.31,56.57977913
1.89,1.32,56.01624
1.89,1.33,55.45378398
1.89,1.34,54.89286277
1.89,1.35,54.33383418
1.89,1.36,53.77797987
1.89,1.37,53.2243632
1.89,1.38,52.67280607
1.89,1.39,52.12340585
1.89,1.4,51.57616176
1.89,1.41,51.03181415
1.89,1.42,50.49128609
1.89,1.43,49.9535689
1.89,1.44,49.41845227
1.89,1.45,48.88555578
1.89,1.46,48.35444894
1.89,1.47,47.8367104
1.89,1.48,47.32369689
1.89,1.49,46.81342291
1.89,1.5,46.30606214
1.89,1.51,45.80175958
1.89,1.52,45.30063587
1.89,1.53,44.80279389
1.89,1.54,44.30831965
1.89,1.55,43.81728887
1.89,1.56,43.32976367
1.89,1.57,42.84579748
1.89,1.58,42.36543807
1.89,1.59,41.88872408
1.89,1.6,41.41569041
1.89,1.61,40.94636407
1.89,1.62,40.48077029
1.89,1.63,40.01893118
1.89,1.64,39.56159178
1.89,1.65,39.10840536
1.89,1.66,38.65903893
1.89,1.67,38.21349761
1.89,1.68,37.77178484
1.89,1.69,37.33390274
1.89,1.7,36.89985299
1.89,1.71,36.46963598
1.89,1.72,36.04325004
1.89,1.73,35.6206934
1.89,1.74,35.20196448
1.89,1.75,34.78706201
1.89,1.76,34.37598496
1.89,1.77,33.96872872
1.89,1.78,33.56529572
1.89,1.79,33.16568333
1.89,1.8,32.76989014
1.89,1.81,32.37791261
1.89,1.82,31.98974487
1.89,1.83,31.60536413
1.89,1.84,31.22473437
1.89,1.85,30.84777882
1.89,1.86,30.47435346
1.89,1.87,30.10420915
1.89,1.88,29.73689826
1.9,0.01,29.53327261
1.9,0.02,29.90164091
1.9,0.03,30.27365438
1.9,0.04,30.64934552
1.9,0.05,31.02874049
1.9,0.06,31.41186157
1.9,0.07,31.79872857
1.9,0.08,32.18935978
1.9,0.09,32.58377246
1.9,0.1,32.98198317
1.9,0.11,33.38400793
1.9,0.12,33.7898623
1.9,0.13,34.1995614
1.9,0.14,34.61311998
1.9,0.15,35.03055232
1.9,0.16,35.45225133
1.9,0.17,35.87983723
1.9,0.18,36.31135867
1.9,0.19,36.74682807
1.9,0.2,37.18625737
1.9,0.21,37.62965789
1.9,0.22,38.07704043
1.9,0.23,38.52841517
1.9,0.24,38.98379165
1.9,0.25,39.44317878
1.9,0.26,39.90658478
1.9,0.27,40.3740172
1.9,0.28,40.84548282
1.9,0.29,41.3209877
1.9,0.3,41.80053708
1.9,0.31,42.2841354
1.9,0.32,42.77178624
1.9,0.33,43.26349227
1.9,0.34,43.75925522
1.9,0.35,44.25907583
1.9,0.36,44.76295377
1.9,0.37,45.2708876
1.9,0.38,45.78287468
1.9,0.39,46.29891104
1.9,0.4,46.81899133
1.9,0.41,47.34310859
1.9,0.42,47.87125413
1.9,0.43,48.40341725
1.9,0.44,48.93958493
1.9,0.45,49.47974141
1.9,0.46,50.0238676
1.9,0.47,50.57194023
1.9,0.48,51.12393068
1.9,0.49,51.67980311
1.9,0.5,52.23951173
1.9,0.51,52.80299617
1.9,0.52,53.37017378
1.9,0.53,53.94347473
1.9,0.54,54.52040781
1.9,0.55,55.10030871
1.9,0.56,55.68249736
1.9,0.57,56.26539007
1.9,0.58,56.84361494
1.9,0.59,57.31372783
1.9,0.6,57.78648155
1.9,0.61,58.39143813
1.9,0.62,58.9986142
1.9,0.63,59.60692903
1.9,0.64,60.21459007
1.9,0.65,60.81858225
1.9,0.66,61.41331545
1.9,0.67,61.9866086
1.9,0.68,62.50993098
1.9,0.69,62.92072043
1.9,0.7,62.74475331
1.9,0.71,61.79018552
1.9,0.72,60.59372203
1.9,0.73,59.32402737
1.9,0.74,58.03093566
1.9,0.75,56.71451707
1.9,0.76,55.38181896
1.9,0.77,54.03722966
1.9,0.78,52.68337176
1.9,0.79,51.32194575
1.9,0.8,49.95412532
1.9,0.81,48.58075728
1.9,0.82,47.2024754
1.9,0.83,45.81976188
1.9,0.84,44.43536151
1.9,0.85,43.0504834
1.9,0.86,41.6625593
1.9,0.87,40.27176704
1.9,0.88,38.87829503
1.9,0.89,37.48243132
1.9,0.9,36.0847275
1.9,0.91,34.6862714
1.9,0.92,33.28912455
1.9,0.93,31.89722286
1.9,0.94,30.5183382
1.9,0.95,29.16850674
1.9,0.96,30.51858055
1.9,0.97,31.89815797
1.9,0.98,33.29126224
1.9,0.99,34.69029916
1.9,1,36.09158364
1.9,1.01,37.493264
1.9,1.02,38.89434914
1.9,1.03,40.29425038
1.9,1.04,41.69256465
1.9,1.05,43.08897121
1.9,1.06,44.48916197
1.9,1.07,45.88843674
1.9,1.08,47.28466306
1.9,1.09,48.67744812
1.9,1.1,50.06632636
1.9,1.11,51.4507122
1.9,1.12,52.82981689
1.9,1.13,54.20248717
1.9,1.14,55.56685725
1.9,1.15,56.91949422
1.9,1.16,58.25293033
1.9,1.17,59.54709012
1.9,1.18,60.77804668
1.9,1.19,61.79824903
1.9,1.2,62.2683502
1.9,1.21,62.1093092
1.9,1.22,61.71869042
1.9,1.23,61.24172808
1.9,1.24,60.74322703
1.9,1.25,60.21753469
1.9,1.26,59.67556871
1.9,1.27,59.12353847
1.9,1.28,58.56526628
1.9,1.29,58.00325205
1.9,1.3,57.43921151
1.9,1.31,56.87436736
1.9,1.32,56.30961905
1.9,1.33,55.74564617
1.9,1.34,55.1829713
1.9,1.35,54.62200458
1.9,1.36,54.06307236
1.9,1.37,53.5064345
1.9,1.38,52.95229955
1.9,1.39,52.40083236
1.9,1.4,51.85215792
1.9,1.41,51.30636154
1.9,1.42,50.76348231
1.9,1.43,50.22349508
1.9,1.44,49.6862796
1.9,1.45,49.15156701
1.9,1.46,48.61893256
1.9,1.47,48.08803931
1.9,1.48,47.5692434
1.9,1.49,47.05708371
1.9,1.5,46.54773153
1.9,1.51,46.04135124
1.9,1.52,45.53808123
1.9,1.53,45.03803737
1.9,1.54,44.54131748
1.9,1.55,44.04800379
1.9,1.56,43.5581674
1.9,1.57,43.0718696
1.9,1.58,42.58919825
1.9,1.59,42.1108962
1.9,1.6,41.63632831
1.9,1.61,41.16551905
1.9,1.62,40.6984894
1.9,1.63,40.23525485
1.9,1.64,39.77582957
1.9,1.65,39.32022387
1.9,1.66,38.86844728
1.9,1.67,38.42050608
1.9,1.68,37.9764034
1.9,1.69,37.53614424
1.9,1.7,37.09972931
1.9,1.71,36.66715807
1.9,1.72,36.2384307
1.9,1.73,35.81354545
1.9,1.74,35.3925
1.9,1.75,34.97529121
1.9,1.76,34.56191716
1.9,1.77,34.15237552
1.9,1.78,33.74666444
1.9,1.79,33.34478132
1.9,1.8,32.94672723
1.9,1.81,32.55249726
1.9,1.82,32.1620888
1.9,1.83,31.77549312
1.9,1.84,31.39269004
1.9,1.85,31.01364188
1.9,1.86,30.63827107
1.9,1.87,30.26643333
1.9,1.88,29.89787648
1.9,1.89,29.53215488
1.91,0.01,29.3279945
1.91,0.02,29.69475919
1.91,0.03,30.06517031
1.91,0.04,30.43926081
1.91,0.05,30.81705729
1.91,0.06,31.19858247
1.91,0.07,31.58385661
1.91,0.08,31.97289845
1.91,0.09,32.36572572
1.91,0.1,32.76235546
1.91,0.11,33.16280418
1.91,0.12,33.56708792
1.91,0.13,33.97522233
1.91,0.14,34.38722267
1.91,0.15,34.80310377
1.91,0.16,35.22288005
1.91,0.17,35.64656546
1.91,0.18,36.07417353
1.91,0.19,36.50761066
1.91,0.2,36.94550997
1.91,0.21,37.38739093
1.91,0.22,37.83326495
1.91,0.23,38.28314284
1.91,0.24,38.73703482
1.91,0.25,39.19495047
1.91,0.26,39.65689871
1.91,0.27,40.12288777
1.91,0.28,40.59292518
1.91,0.29,41.0670177
1.91,0.3,41.54517137
1.91,0.31,42.02739137
1.91,0.32,42.51368209
1.91,0.33,43.004047
1.91,0.34,43.49848867
1.91,0.35,43.9970087
1.91,0.36,44.49960764
1.91,0.37,45.00628497
1.91,0.38,45.51703898
1.91,0.39,46.0318667
1.91,0.4,46.55076378
1.91,0.41,47.07372435
1.91,0.42,47.60074086
1.91,0.43,48.13180382
1.91,0.44,48.66690156
1.91,0.45,49.20601977
1.91,0.46,49.74914101
1.91,0.47,50.29624396
1.91,0.48,50.84730232
1.91,0.49,51.40228319
1.91,0.5,51.96114465
1.91,0.51,52.52383183
1.91,0.52,53.09027032
1.91,0.53,53.66035446
1.91,0.54,54.23392507
1.91,0.55,54.81086762
1.91,0.56,55.39294424
1.91,0.57,55.97641917
1.91,0.58,56.55786698
1.91,0.59,57.11549824
1.91,0.6,57.49592573
1.91,0.61,58.10084047
1.91,0.62,58.70828155
1.91,0.63,59.31736697
1.91,0.64,59.92663249
1.91,0.65,60.5336654
1.91,0.66,61.13423095
1.91,0.67,61.7197985
1.91,0.68,62.26969446
1.91,0.69,62.7616782
1.91,0.7,62.93940831
1.91,0.71,62.27062487
1.91,0.72,61.14301835
1.91,0.73,59.89458935
1.91,0.74,58.59940814
1.91,0.75,57.28579215
1.91,0.76,55.95466021
1.91,0.77,54.60974226
1.91,0.78,53.2543807
1.91,0.79,51.89066842
1.91,0.8,50.52001037
1.91,0.81,49.14340095
1.91,0.82,47.76157294
1.91,0.83,46.37639997
1.91,0.84,44.99049918
1.91,0.85,43.60121276
1.91,0.86,42.20877794
1.91,0.87,40.81338828
1.91,0.88,39.41522011
1.91,0.89,38.01449751
1.91,0.9,36.61161865
1.91,0.91,35.20736669
1.91,0.92,33.80325591
1.91,0.93,32.4021628
1.91,0.94,31.00967017
1.91,0.95,29.63707028
1.91,0.96,29.63713773
1.91,0.97,31.01022372
1.91,0.98,32.40367937
1.91,0.99,33.80633507
1.91,1,35.21283458
1.91,1.01,36.62054216
1.91,1.02,38.02809922
1.91,1.03,39.43474594
1.91,1.04,40.84000112
1.91,1.05,42.24351031
1.91,1.06,43.64497279
1.91,1.07,45.04763256
1.91,1.08,46.4515305
1.91,1.09,47.85219282
1.91,1.1,49.24919315
1.91,1.11,50.64201073
1.91,1.12,52.02996821
1.91,1.13,53.41211699
1.91,1.14,54.78700383
1.91,1.15,56.15213843
1.91,1.16,57.50259152
1.91,1.17,58.82660165
1.91,1.18,60.09867029
1.91,1.19,61.27919215
1.91,1.2,62.11489787
1.91,1.21,62.23732076
1.91,1.22,61.94315795
1.91,1.23,61.50399155
1.91,1.24,61.00798299
1.91,1.25,60.49522726
1.91,1.26,59.9608215
1.91,1.27,59.41319594
1.91,1.28,58.85734111
1.91,1.29,58.29642302
1.91,1.3,57.73256266
1.91,1.31,57.16724211
1.91,1.32,56.6015346
1.91,1.33,56.0362397
1.91,1.34,55.47196578
1.91,1.35,54.90918636
1.91,1.36,54.34827472
1.91,1.37,53.78952898
1.91,1.38,53.23318734
1.91,1.39,52.67943962
1.91,1.4,52.12843488
1.91,1.41,51.58028192
1.91,1.42,51.0350488
1.91,1.43,50.49275318
1.91,1.44,49.95333774
1.91,1.45,49.41663306
1.91,1.46,48.88231235
1.91,1.47,48.34994195
1.91,1.48,47.81933892
1.91,1.49,47.30429855
1.91,1.5,46.79241782
1.91,1.51,46.28365055
1.91,1.52,45.77812031
1.91,1.53,45.27593096
1.91,1.54,44.77717044
1.91,1.55,44.28191033
1.91,1.56,43.7902143
1.91,1.57,43.30213365
1.91,1.58,42.81771413
1.91,1.59,42.33699333
1.91,1.6,41.86000229
1.91,1.61,41.38676973
1.91,1.62,40.91731687
1.91,1.63,40.45166359
1.91,1.64,39.98982414
1.91,1.65,39.53181155
1.91,1.66,39.07763576
1.91,1.67,38.62730477
1.91,1.68,38.18082469
1.91,1.69,37.73819622
1.91,1.7,37.29942513
1.91,1.71,36.86450941
1.91,1.72,36.43344944
1.91,1.73,36.00624337
1.91,1.74,35.58288975
1.91,1.75,35.16338463
1.91,1.76,34.74772577
1.91,1.77,34.33590927
1.91,1.78,33.92793377
1.91,1.79,33.52379467
1.91,1.8,33.12349031
1.91,1.81,32.72701825
1.91,1.82,32.33437741
1.91,1.83,31.9455641
1.91,1.84,31.56056586
1.91,1.85,31.1793657
1.91,1.86,30.80192334
1.91,1.87,30.42815934
1.91,1.88,30.05793102
1.91,1.89,29.69098499
1.91,1.9,29.3268737
1.92,0.01,29.12222051
1.92,0.02,29.48736027
1.92,0.03,29.8561472
1.92,0.04,30.2286147
1.92,0.05,30.60478981
1.92,0.06,30.98469566
1.92,0.07,31.36835298
1.92,0.08,31.75578093
1.92,0.09,32.14699772
1.92,0.1,32.54202083
1.92,0.11,32.94086726
1.92,0.12,33.34355355
1.92,0.13,33.75009585
1.92,0.14,34.16050991
1.92,0.15,34.57481111
1.92,0.16,34.99301439
1.92,0.17,35.41513428
1.92,0.18,35.84118483
1.92,0.19,36.27117965
1.92,0.2,36.70513181
1.92,0.21,37.14408258
1.92,0.22,37.58841487
1.92,0.23,38.03676201
1.92,0.24,38.48913489
1.92,0.25,38.94554372
1.92,0.26,39.40599812
1.92,0.27,39.87050701
1.92,0.28,40.33907862
1.92,0.29,40.81172046
1.92,0.3,41.28843929
1.92,0.31,41.76924107
1.92,0.32,42.25413095
1.92,0.33,42.74311322
1.92,0.34,43.23619127
1.92,0.35,43.73336753
