300	3.7284137931034484	1.9988137931034482
300.5	3.7208275862068967	1.9932275862068964
301.	3.713241379310345	1.9876413793103447
301.5	3.705655172413793	1.982055172413793
302.	3.6980689655172414	1.9764689655172412
302.5	3.690711111111111	1.9712377777777776
303.	3.684266666666667	1.9674266666666664
303.5	3.6778222222222223	1.9636155555555554
304.	3.671377777777778	1.9598044444444445
304.5	3.6649333333333334	1.9559933333333333
305.	3.658488888888889	1.9521822222222223
305.5	3.6520444444444444	1.9483711111111113
306.	3.6456000000000004	1.94456
306.5	3.639155555555556	1.940748888888889
307.	3.632935483870968	1.9372064516129033
307.5	3.6276129032258067	1.9347387096774196
308.	3.6222903225806453	1.9322709677419356
308.5	3.616967741935484	1.9298032258064517
309.	3.6116451612903226	1.9273354838709678
309.5	3.6063225806451613	1.924867741935484
310.	3.601	1.9224
310.5	3.596531914893617	1.9210063829787234
311.	3.592063829787234	1.919612765957447
311.5	3.587595744680851	1.9182191489361702
312.	3.583127659574468	1.9168255319148937
312.5	3.578659574468085	1.915431914893617
313.	3.574191489361702	1.9140382978723405
313.5	3.569723404255319	1.9126446808510638
314.	3.5652553191489362	1.9112510638297873
314.5	3.5607872340425533	1.9098574468085106
315.	3.55703125	1.909
315.5	3.55375	1.9084999999999999
316.	3.5504687500000003	1.908
316.5	3.5471875	1.9075
317.	3.54390625	1.907
317.5	3.540625	1.9064999999999999
318.	3.53748	1.906118
318.5	3.53488	1.906208
319.	3.53228	1.9062979999999998
319.5	3.52968	1.906388
320.	3.52708	1.906478
320.5	3.52448	1.906568
321.	3.52188	1.906658
321.5	3.51928	1.9067479999999999
322.	3.51668	1.906838
322.5	3.5140800000000003	1.906928
323.	3.5116764705882355	1.9071176470588236
323.5	3.5100588235294117	1.9077058823529411
324.	3.5084411764705883	1.908294117647059
324.5	3.5068235294117645	1.9088823529411765
325.	3.505205882352941	1.9094705882352943
325.5	3.5035882352941177	1.9100588235294118
326.	3.501970588235294	1.9106470588235296
326.5	3.5004999999999997	1.9114230769230771
327.	3.49925	1.9124807692307693
327.5	3.4979999999999998	1.9135384615384616
328.	3.49675	1.914596153846154
328.5	3.4955	1.9156538461538462
329.	3.49425	1.9167115384615385
329.5	3.493	1.9177692307692307
330.	3.49175	1.918826923076923
330.5	3.4905	1.9198846153846154
331.	3.48925	1.9209423076923076
331.5	3.488	1.922
332.	3.4875833333333333	1.9235
332.5	3.4871666666666665	1.925
333.	3.48675	1.9264999999999999
333.5	3.486333333333333	1.928
334.	3.4859166666666668	1.9295
334.5	3.4855	1.931
335.	3.4850833333333333	1.9325
335.5	3.4852909090909088	1.9341890909090909
336.	3.4856545454545453	1.9359254545454545
336.5	3.4860181818181815	1.9376618181818182
337.	3.486381818181818	1.9393981818181818
337.5	3.4867454545454546	1.9411345454545454
338.	3.4871090909090907	1.942870909090909
338.5	3.4874727272727273	1.9446072727272727
339.	3.4878363636363634	1.9463436363636364
339.5	3.4882	1.9480799999999998
340.	3.488563636363636	1.9498163636363635
340.5	3.4889272727272727	1.951552727272727
341.	3.4896315789473684	1.9534894736842103
341.5	3.4904210526315786	1.9554763157894737
342.	3.4912105263157893	1.9574631578947368
342.5	3.492	1.95945
343.	3.4927894736842107	1.9614368421052633
343.5	3.4935789473684213	1.9634236842105264
344.	3.4943684210526316	1.9654105263157897
344.5	3.4953103448275864	1.9674655172413795
345.	3.4968620689655174	1.969793103448276
345.5	3.4984137931034485	1.9721206896551726
346.	3.4999655172413795	1.9744482758620692
346.5	3.5015172413793105	1.9767758620689657
347.	3.5030689655172416	1.9791034482758623
347.5	3.5046206896551726	1.9814310344827588
348.	3.5061724137931036	1.9837586206896554
348.5	3.5077241379310347	1.986086206896552
349.	3.5092758620689657	1.9884137931034485
349.5	3.5108275862068967	1.9907413793103448
350.	3.5123793103448273	1.9930689655172413
350.5	3.51435	1.9955525
351.	3.5166	1.99814
351.5	3.51885	2.0007275
352.	3.5211	2.003315
352.5	3.52335	2.0059025
353.	3.5256000000000003	2.00849
353.5	3.52785	2.0110775
354.	3.5301	2.013665
354.5	3.5324285714285715	2.0163285714285712
355.	3.534809523809524	2.019042857142857
355.5	3.537190476190476	2.021757142857143
356.	3.5395714285714286	2.0244714285714287
356.5	3.5422	2.0272799999999997
357.	3.5452	2.03023
357.5	3.5482	2.0331799999999998
358.	3.5511999999999997	2.03613
358.5	3.554238095238095	2.0391190476190477
359.	3.5573333333333332	2.0421666666666667
359.5	3.5604285714285715	2.0452142857142857
360.	3.5635238095238093	2.048261904761905
360.5	3.566666666666667	2.0513285714285714
361.	3.57	2.0544714285714285
361.5	3.5733333333333333	2.0576142857142856
362.	3.5766666666666667	2.0607571428571427
362.5	3.58	2.0639
363.	3.5836363636363635	2.06715
363.5	3.5872727272727274	2.0704
364.	3.590909090909091	2.0736499999999998
364.5	3.5945454545454543	2.0768999999999997
365.	3.5985714285714283	2.0803
365.5	3.6028571428571428	2.0837999999999997
366.	3.6071428571428568	2.0873
366.5	3.611428571428571	2.0908
367.	3.6159090909090907	2.0943545454545456
367.5	3.620681818181818	2.0979909090909095
368.	3.625454545454545	2.101627272727273
368.5	3.6302272727272724	2.105263636363637
369.	3.635	2.1089
369.5	3.6399999999999997	2.1126727272727277
370.	3.645	2.1164454545454547
370.5	3.65	2.1202181818181822
371.	3.6550000000000002	2.1239909090909093
371.5	3.6602727272727273	2.1280227272727275
372.	3.6657272727272727	2.1322272727272726
372.5	3.671181818181818	2.1364318181818183
373.	3.6766363636363635	2.1406363636363634
373.5	3.6822173913043477	2.144878260869565
