wavelength (nm),SiNx ARC,AlInP window,GaAs emitter,QD,GaAs base,AlInP BSF,Ag mirror,GaAs,Active region,Total
792,9.4475728e-06,0,0.012851603,0.0091269908,0.040819655,-1.9418692e-18,0.00023356192,0.053620756,0.062763287,0.063004876
793,9.5507137e-06,0,0.012948471,0.009198088,0.041296267,-1.9858335e-18,0.00023799269,0.054198753,0.06341276,0.063659267
794,9.5394313e-06,0,0.012888964,0.0091592061,0.041279029,-2.0059445e-18,0.0002395911,0.054127829,0.063302412,0.06355085
795,9.4020024e-06,0,0.012658823,0.0090001256,0.040716145,-1.9989058e-18,0.00023799359,0.053341783,0.062355774,0.062602765
796,9.5740464e-06,0,0.012844225,0.0091376778,0.041494404,-2.0574673e-18,0.00024423914,0.054312104,0.06346175,0.063715368
797,9.7747406e-06,0,0.013065208,0.0093020117,0.042399079,-2.1227635e-18,0.00025129261,0.055445414,0.064756543,0.065017559
798,9.607903e-06,0,0.012793664,0.0091169751,0.041710702,-2.1080501e-18,0.00024890835,0.054494683,0.063616632,0.063875164
799,9.473486e-06,0,0.01256566,0.0089639962,0.041163095,-2.0995125e-18,0.00024730924,0.053728755,0.062692751,0.062949534
800,9.6009897e-06,0,0.012684621,0.0090611272,0.041756293,-2.1412033e-18,0.00025259905,0.054449185,0.063504934,0.063767226
801,9.6331205e-06,0,0.012676914,0.009071797,0.041939382,-2.1470674e-18,0.00025551602,0.054629427,0.063690636,0.063956259
802,9.4761263e-06,0,0.01242103,0.008908328,0.041302045,-2.0971439e-18,0.00025349694,0.053737614,0.062630626,0.062894695
803,9.6061698e-06,0,0.012541471,0.0090183423,0.041918776,-2.0978264e-18,0.00025926424,0.054473728,0.063471791,0.063742647
804,9.4121824e-06,0,0.012239044,0.0088276087,0.041123837,-2.0160757e-18,0.00025638751,0.053372277,0.062175575,0.062444381
805,9.8112282e-06,0,0.012706419,0.0091962477,0.042923438,-2.0489925e-18,0.00026984297,0.055633254,0.064799763,0.065083842
806,9.7265145e-06,0,0.012545257,0.0091144487,0.042610307,-1.9686287e-18,0.00027020664,0.055150449,0.064231293,0.064517054
807,9.7094237e-06,0,0.01247138,0.0090990678,0.042594285,-1.8928757e-18,0.00027255574,0.055050211,0.064111857,0.064401514
808,9.4818855e-06,0,0.012127939,0.0088892663,0.041654601,-1.7691975e-18,0.00026906268,0.05375575,0.062604929,0.062892338
809,9.5093647e-06,0,0.012111109,0.0089211538,0.041834632,-1.6868044e-18,0.00027288645,0.053905785,0.06278343,0.063076452
810,9.5023527e-06,0,0.012049495,0.0089232416,0.041863303,-1.5909002e-18,0.00027587273,0.053858677,0.062735393,0.063033185
811,9.2821178e-06,0,0.011717949,0.008727249,0.040951049,-1.4552563e-18,0.00027273903,0.052601405,0.061280482,0.061576427
812,9.1339694e-06,0,0.0114786,0.0086007954,0.04035403,-1.3293401e-18,0.00027174232,0.051750997,0.060301963,0.060598326
813,8.2092985e-06,0,0.010268679,0.0077434963,0.036318906,-1.0981638e-18,0.00024738601,0.046500261,0.054197027,0.054468141
814,8.146504e-06,0,0.010141676,0.0076992924,0.036089717,-9.9024371e-19,0.00024876201,0.046130718,0.053781945,0.054055819
815,7.5913795e-06,0,0.0094045114,0.0071901603,0.033674475,-8.2718743e-19,0.00023498894,0.042972124,0.050116144,0.050375955
816,7.7802632e-06,0,0.0095902629,0.0073864161,0.034555813,-7.4747726e-19,0.00024423206,0.044023378,0.051361359,0.051632431
817,7.5259636e-06,0,0.0092290936,0.0071630828,0.03346654,-6.2432359e-19,0.00023967177,0.04256456,0.049679914,0.049946833
818,8.2814242e-06,0,0.010101808,0.0079033571,0.036867802,-5.7708003e-19,0.00026765013,0.046812329,0.054662465,0.054961416
819,7.9025624e-06,0,0.0095872054,0.007563229,0.035218578,-4.4513625e-19,0.00025929581,0.044643973,0.052156001,0.052446315
820,9.1409233e-06,0,0.011027408,0.0087744499,0.040777478,-3.92693e-19,0.00030460425,0.051605197,0.060320243,0.060661912
821,8.7360593e-06,0,0.010478134,0.0084117734,0.0390062,-2.5901452e-19,0.0002957525,0.049282703,0.057637824,0.057969978
822,6.2152471e-06,0,0.0074102663,0.0060036886,0.027772969,-1.0232887e-19,0.00021383653,0.035033082,0.040996762,0.041237069
823,8.6157473e-06,0,0.010209251,0.0083498784,0.038526319,-2.9930322e-20,0.00030134606,0.048519654,0.05681478,0.057153425
824,8.9406065e-06,0,0.010527089,0.0086939167,0.040002191,8.2740858e-20,0.00031799592,0.050298926,0.058937073,0.059294189
825,8.632735e-06,0,0.010098138,0.008423379,0.038642559,1.8693801e-19,0.00031232886,0.04851407,0.056884918,0.057235199
826,9.1106279e-06,0,0.01058523,0.0089206856,0.040795455,3.0666937e-19,0.00033538396,0.051139235,0.0600062,0.060381573
827,7.8934375e-06,0,0.0091071206,0.0077561315,0.03535232,3.5684654e-19,0.00029573679,0.044250298,0.051961663,0.052291759
828,8.6347834e-06,0,0.0098907544,0.0085147365,0.038675035,4.8555947e-19,0.00032933994,0.048339434,0.056807461,0.057173802
829,8.5285169e-06,0,0.0096964092,0.008439963,0.038195887,5.6861986e-19,0.0003312244,0.047673631,0.056070012,0.056436921
830,8.6176012e-06,0,0.0097224531,0.0085585865,0.038585725,6.5895123e-19,0.0003408682,0.04809487,0.056612322,0.05698808
831,8.3607265e-06,0,0.0093578122,0.008333063,0.037420705,7.1527083e-19,0.00033688691,0.046581736,0.054878024,0.055247321
832,8.9481246e-06,0,0.0099331758,0.0089501265,0.040027211,8.3996009e-19,0.00036736192,0.049763762,0.058678227,0.059078395
833,8.7619119e-06,0,0.0096441024,0.0087946646,0.039165386,8.8813857e-19,0.00036657104,0.048633828,0.057397533,0.057794037
834,9.4192864e-06,0,0.010276965,0.0094873254,0.042065292,1.0170486e-18,0.00040164538,0.052175129,0.061633793,0.062064873
835,9.1565395e-06,0,0.0099000026,0.009254228,0.040846897,1.0406318e-18,0.00039800008,0.050609156,0.059840373,0.060263929
836,9.5184614e-06,0,0.010195225,0.0096523235,0.042406557,1.1263294e-18,0.00042179391,0.052488198,0.062122017,0.062566777
837,9.447441e-06,0,0.01002156,0.0096117975,0.042027463,1.1522891e-18,0.00042685218,0.05196968,0.061568859,0.062014503
838,9.4899839e-06,0,0.0099664039,0.0096860365,0.042145262,1.181596e-18,0.00043721986,0.052069671,0.061749182,0.062200813
839,9.6507256e-06,0,0.010030934,0.0098807901,0.042777615,1.2150807e-18,0.0004534195,0.052808549,0.062689339,0.063152409
840,9.6435011e-06,0,0.0098875099,0.00989521,0.042531638,1.1752383e-18,0.00046476981,0.052461996,0.062365713,0.062835187
841,9.5997315e-06,0,0.0096503814,0.0098556628,0.041883536,1.0431078e-18,0.00047952137,0.051614947,0.06149058,0.061970477
842,9.7973554e-06,0,0.0096014158,0.010048263,0.042057437,8.5421017e-19,0.00051132718,0.051776138,0.061859097,0.062367042
843,9.765368e-06,0,0.0092793504,0.0099907039,0.041037441,5.7115594e-19,0.00053556358,0.050463533,0.060505109,0.06103417
844,1.0252296e-05,0,0.0093987905,0.010449175,0.041980572,2.4265488e-19,0.0005929798,0.051559928,0.062081167,0.062664663
845,1.0497301e-05,0,0.0092411856,0.010645898,0.041705064,-1.6946616e-19,0.00064144804,0.051153494,0.061893308,0.062522934
846,1.0463784e-05,0,0.0088078536,0.010548519,0.040179084,-6.2622724e-19,0.00067571695,0.049211299,0.059874006,0.060536396
847,1.074303e-05,0,0.0086123178,0.010755862,0.039729835,-1.1430694e-18,0.00073254089,0.048586441,0.059480697,0.060198495
848,1.0973436e-05,0,0.0083477331,0.010903236,0.038962295,-1.6992432e-18,0.00078878416,0.047569755,0.058635576,0.059408695
849,1.0238109e-05,0,0.0073659516,0.01008934,0.034802624,-2.0920756e-18,0.00077407764,0.042417015,0.052677138,0.053436427
850,1.1509974e-05,0,0.007807927,0.011244396,0.037365452,-2.9250259e-18,0.00091300741,0.045456155,0.056912904,0.057809469
851,1.1802339e-05,0,0.0075276184,0.011425756,0.036509422,-3.5829201e-18,0.00097950176,0.044327498,0.055990464,0.056953623
852,1.2124328e-05,0,0.0072517986,0.011628081,0.035668578,-4.2696127e-18,0.0010497862,0.043216543,0.055106642,0.056140453
853,1.1043e-05,0,0.0061791258,0.010490266,0.030843175,-4.4108094e-18,0.00099473789,0.037287906,0.048031864,0.049013002
854,1.2232101e-05,0,0.006388777,0.011507919,0.032386314,-5.4437301e-18,0.0011431468,0.039062711,0.050866349,0.051995666
855,1.3465668e-05,0,0.0065509909,0.012545681,0.033752349,-6.5810477e-18,0.0013021301,0.040610887,0.053496062,0.054784482
856,1.4168267e-05,0,0.006407595,0.013072254,0.033582226,-7.5133233e-18,0.0014140684,0.040302284,0.053744009,0.055145366
857,1.4632149e-05,0,0.0061399507,0.013369793,0.032763078,-8.3342145e-18,0.0015036672,0.039212912,0.05297441,0.054466802
858,1.5098483e-05,0,0.0058678957,0.013663531,0.031909515,-9.1571891e-18,0.0015940165,0.038082883,0.052158445,0.053742791
859,1.5521715e-05,0,0.0055772903,0.013913117,0.030939766,-9.9490207e-18,0.0016799806,0.036815562,0.051157637,0.052829718
860,1.5983622e-05,0,0.0053010097,0.014192737,0.030031147,-1.0756676e-17,0.0017700907,0.035622917,0.050260167,0.052024221
861,1.6599805e-05,0,0.0050730741,0.014603528,0.029382799,-1.1661513e-17,0.0018775376,0.034740116,0.04980537,0.051678788
862,1.7199533e-05,0,0.0048358453,0.01499331,0.028669275,-1.2548222e-17,0.0019835027,0.033780976,0.049249882,0.051231293
863,1.7323193e-05,0,0.0044739569,0.0149658,0.027182851,-1.3064803e-17,0.0020337223,0.031915718,0.047354826,0.049388565
864,1.752629e-05,0,0.0041514786,0.015007884,0.025883388,-1.3607025e-17,0.0020915416,0.030277657,0.045755752,0.047849375
865,1.5874624e-05,0,0.0034437498,0.013475871,0.022061551,-1.2639383e-17,0.0019231023,0.025707956,0.039599323,0.041526092
866,1.757619e-05,0,0.0034871351,0.014793384,0.022984649,-1.4301559e-17,0.0021587203,0.026677258,0.041916337,0.044080982
867,1.8893836e-05,0,0.003423951,0.015769426,0.023250751,-1.5660865e-17,0.0023499134,0.026875561,0.043105674,0.045463834
868,1.917238e-05,0,0.0031700004,0.015870322,0.022205859,-1.6140033e-17,0.0024120646,0.025559738,0.041875811,0.044298015
869,2.0007413e-05,0,0.0030154476,0.016427533,0.02181627,-1.7057927e-17,0.0025435286,0.025003246,0.041870108,0.044425916
870,2.0182856e-05,0,0.0027710474,0.016439545,0.020727739,-1.7380522e-17,0.0025902415,0.023651787,0.040505256,0.043109442
871,2.0913626e-05,0,0.0026150281,0.016900986,0.020240701,-1.8144413e-17,0.0027070901,0.022994076,0.040290331,0.043013317
872,2.1146842e-05,0,0.0024086719,0.016956998,0.019301433,-1.8438238e-17,0.0027584207,0.021830182,0.039149447,0.041925231
873,2.1200421e-05,0,0.0022016043,0.016869763,0.018265882,-1.8532445e-17,0.0027844958,0.020568637,0.037760639,0.040563655
874,2.1301644e-05,0,0.0020202392,0.016821848,0.01734442,-1.8624552e-17,0.0028149135,0.019447628,0.036548597,0.039383054
875,2.2301305e-05,0,0.0019368248,0.017478994,0.017184291,-1.9456421e-17,0.0029628515,0.019189144,0.036909849,0.039893942
876,2.2770713e-05,0,0.0018181239,0.017713815,0.016632412,-1.9776038e-17,0.0030393088,0.018501502,0.036406615,0.039468204
877,2.3054135e-05,0,0.0017015315,0.01780128,0.015994066,-1.9883585e-17,0.0030893533,0.01772923,0.035663906,0.038776202
878,2.3021219e-05,0,0.0015818106,0.017644481,0.015204387,-1.9668979e-17,0.0030951292,0.016802604,0.034515874,0.037634081
879,2.3428606e-05,0,0.0015121661,0.01782419,0.014769794,-1.9778352e-17,0.0031582549,0.01628196,0.03410615,0.037287834
880,2.2972587e-05,0,0.0013989939,0.017342628,0.013832029,-1.9111265e-17,0.0031035392,0.015216069,0.032497254,0.035623893
881,2.3903019e-05,0,0.0013715438,0.017895046,0.013722236,-1.9545982e-17,0.0032353729,0.015064702,0.032850257,0.036110364
882,2.4151544e-05,0,0.00130387,0.017920734,0.01319627,-1.9365347e-17,0.0032743818,0.014459019,0.032239781,0.03554036
883,2.4587526e-05,0,0.0012470909,0.018073121,0.012763785,-1.9287423e-17,0.0033381895,0.013958867,0.0318748,0.035241327
884,2.5226857e-05,0,0.0012002681,0.018360524,0.012419174,-1.9317493e-17,0.0034290963,0.013557382,0.031755374,0.035215639
885,2.4581715e-05,0,0.0010953927,0.017707296,0.011454904,-1.8336527e-17,0.0033447762,0.012482883,0.030042413,0.033419911
886,2.4996884e-05,0,0.0010415149,0.017814586,0.011004581,-1.8127221e-17,0.003404127,0.011971917,0.029657498,0.033097546
887,2.5658964e-05,0,0.0009978937,0.018085334,0.010650324,-1.8054171e-17,0.0034967042,0.011567642,0.029551607,0.033088107
888,2.6342754e-05,0,0.00095449759,0.018357306,0.010287564,-1.7950242e-17,0.0035918938,0.011156046,0.029449177,0.033085084
889,2.6389918e-05,0,0.00088915419,0.018177039,0.0096753566,-1.7382679e-17,0.0035999203,0.010476184,0.02863555,0.03228283
890,2.6782642e-05,0,0.00083737999,0.018229134,0.0091973286,-1.7022296e-17,0.0036547497,0.0099439253,0.028207869,0.031914057
891,2.6626974e-05,0,0.00077084495,0.017904599,0.0085439022,-1.6300609e-17,0.0036344507,0.0092242927,0.027220115,0.03090907
892,2.591314e-05,0,0.00069298014,0.017211049,0.0077493385,-1.5253257e-17,0.0035376856,0.0083549102,0.025712778,0.029306752
893,2.5582887e-05,0,0.0006303913,0.016780568,0.0071107685,-1.4454581e-17,0.003493061,0.0076561931,0.024640877,0.028192644
894,2.4759115e-05,0,0.00056062852,0.016036062,0.0063775675,-1.3404949e-17,0.0033808807,0.0068578601,0.023149591,0.02659022
895,2.3498906e-05,0,0.00048751768,0.015026615,0.0055918801,-1.2170784e-17,0.0032089745,0.0060054549,0.021329872,0.024598209
896,2.0778084e-05,0,0.00039369939,0.013116699,0.0045523604,-1.0277536e-17,0.0028375181,0.0048831022,0.018311162,0.02120338
897,2.263389e-05,0,0.00039032302,0.014104157,0.0045490413,-1.0674105e-17,0.0030910219,0.0048737828,0.019367938,0.022520775
898,1.7534505e-05,0,0.0002741642,0.010785044,0.0032199714,-7.8710876e-18,0.0023946701,0.0034458856,0.014570749,0.017014878
899,2.3902225e-05,0,0.00033743519,0.014510644,0.003993016,-1.0196085e-17,0.0032644008,0.0042684224,0.019290684,0.022624407
900,1.9529091e-05,0,0.00024777754,0.011701383,0.0029537092,-7.9035416e-18,0.0026672746,0.0031540321,0.015310005,0.018035257
901,2.1944081e-05,0,0.00024894196,0.012976974,0.0029890024,-8.4120246e-18,0.0029973332,0.0031883858,0.016713376,0.019777098
902,2.2852441e-05,0,0.00023047798,0.013337987,0.0027868163,-8.2845552e-18,0.0031217421,0.0029697039,0.016912536,0.020104414
903,2.8200283e-05,0,0.00025123391,0.01624502,0.0030587008,-9.6531589e-18,0.0038528584,0.0032562363,0.020283428,0.024223678
904,2.7533653e-05,0,0.0002151135,0.015655011,0.0026365464,-8.8860195e-18,0.003762532,0.0028041573,0.019250967,0.023099244
905,2.636714e-05,0,0.00017916963,0.014797731,0.002210393,-8.011473e-18,0.0036040518,0.0023487605,0.01792456,0.021610717
906,2.1931884e-05,0,0.00012840112,0.012150001,0.0015941808,-6.2654289e-18,0.0029987722,0.0016924817,0.014499772,0.017566474
907,2.2561551e-05,0,0.00011256515,0.01233869,0.0014062381,-6.0526258e-18,0.0030860786,0.0014916894,0.014509894,0.01766509
908,2.4515676e-05,0,0.00010291338,0.013236734,0.0012933877,-6.1697194e-18,0.0033549517,0.0013708791,0.015341477,0.018770262
909,2.1925221e-05,0,7.6279242e-05,0.011688545,0.00096420612,-5.1719293e-18,0.0030021165,0.0010212029,0.013354302,0.016420901
910,2.3581438e-05,0,6.6774871e-05,0.012414075,0.00084872939,-5.2110664e-18,0.0032309828,0.00089827396,0.013984138,0.017282343
911,2.4451715e-05,0,5.5129486e-05,0.012712606,0.00070434769,-5.060884e-18,0.0033527174,0.0007450031,0.014122318,0.017542026
912,2.2450914e-05,0,3.9222018e-05,0.011529206,0.00050347552,-4.3532699e-18,0.0030809895,0.00053226664,0.012633225,0.015772753
913,2.2500981e-05,0,2.9432356e-05,0.011414879,0.00037932667,-4.0905978e-18,0.0030908247,0.00040088451,0.012340344,0.015486357
914,2.4456081e-05,0,2.2917708e-05,0.012258319,0.00029620292,-4.1744728e-18,0.0033630048,0.00031302401,0.013077678,0.016496315
915,2.0906026e-05,0,1.3247493e-05,0.010355356,0.00017133022,-3.3580242e-18,0.0028782844,0.00018115216,0.010904771,0.013826384
916,2.651155e-05,0,1.0536367e-05,0.01297953,0.00013573931,-4.0198907e-18,0.0036549022,0.00014375896,0.013495106,0.017198925
917,2.1641084e-05,0,4.938178e-06,0.01047417,6.2723655e-05,-3.1106604e-18,0.0029878441,6.6714299e-05,0.010755322,0.013777603
918,2.6988653e-05,0,3.3986392e-06,0.012916083,4.1684737e-05,-3.6973066e-18,0.0037321692,4.4767461e-05,0.013102341,0.016869865
919,2.7244918e-05,0,2.473958e-06,0.012895623,2.9277767e-05,-3.5809673e-18,0.0037742698,3.1751725e-05,0.012927374,0.016728889
920,2.8598869e-05,0,2.5562381e-06,0.013387165,3.0125395e-05,-3.6290334e-18,0.0039703909,3.2710783e-05,0.013269594,0.01726065
921,2.5707875e-05,0,2.2633454e-06,0.011896962,2.6575523e-05,-3.1655087e-18,0.0035789029,2.8888482e-05,0.01166964,0.015262292
922,2.7312147e-05,0,2.3699898e-06,0.012491073,2.7738822e-05,-3.2801687e-18,0.0038149524,3.0183632e-05,0.012134218,0.015960903
923,2.6447197e-05,0,2.263282e-06,0.011949178,2.6417928e-05,-3.1138952e-18,0.0037085277,2.877257e-05,0.011504491,0.015223606
924,2.6022257e-05,0,2.1974789e-06,0.011610603,2.5592218e-05,-3.0188402e-18,0.0036650869,2.7895893e-05,0.011087096,0.014763659
925,2.5657418e-05,0,2.1392273e-06,0.011300757,2.4869332e-05,-2.9471652e-18,0.0036315251,2.7127213e-05,0.010710546,0.014356076
926,2.8594361e-05,0,2.3551815e-06,0.012427663,2.7343377e-05,-3.2674367e-18,0.0040691518,2.984411e-05,0.011698602,0.01578804
927,2.1389947e-05,0,1.7413369e-06,0.0091697892,2.0198686e-05,-2.4423121e-18,0.0030618436,2.2057293e-05,0.0085790034,0.011660666
928,1.9907402e-05,0,1.6026556e-06,0.0084144818,1.8581461e-05,-2.2807178e-18,0.0028676917,2.0299694e-05,0.0078293261,0.010720753
929,1.5544376e-05,0,1.238141e-06,0.0064754261,1.4354571e-05,-1.7937122e-18,0.0022543601,1.5686971e-05,0.0059960637,0.0082737656
930,1.4630696e-05,0,1.1535802e-06,0.0060042427,1.3378987e-05,-1.7063545e-18,0.0021371146,1.4624163e-05,0.0055364826,0.0077006625
931,1.0698336e-05,0,8.3540448e-07,0.0043233529,9.6960664e-06,-1.2649869e-18,0.001574585,1.0599932e-05,0.0039723485,0.0055708155
932,8.7719841e-06,0,6.7871222e-07,0.0034891844,7.8862107e-06,-1.0544095e-18,0.0013013756,8.6217944e-06,0.0031964757,0.0045210458
933,5.0437957e-06,0,3.868661e-07,0.0019738476,4.501733e-06,-6.1776393e-19,0.00075453463,4.9214635e-06,0.0018040518,0.0025741245
934,8.703484e-06,0,6.6209301e-07,0.0033495482,7.7182352e-06,-1.0883344e-18,0.0013133716,8.4368989e-06,0.0030561465,0.0044003009
935,5.5547166e-06,0,4.1929318e-07,0.0021013493,4.8981351e-06,-7.1028005e-19,0.00084582275,5.3531904e-06,0.0019151427,0.0027832278
936,5.5648334e-06,0,4.1700964e-07,0.002068418,4.8831117e-06,-7.28556e-19,0.0008553364,5.335368e-06,0.0018841541,0.0027644679
937,6.754819e-06,0,5.0275345e-07,0.0024657987,5.9027676e-06,-9.0629527e-19,0.0010483455,6.4473308e-06,0.0022463067,0.0033282464
938,1.3239473e-05,0,9.7919871e-07,0.00474442,1.1529805e-05,-1.8215428e-18,0.002075392,1.2588552e-05,0.0043249756,0.0064726152
939,1.5456447e-05,0,1.1365344e-06,0.0054350788,1.3423686e-05,-2.1813804e-18,0.002447962,1.4649759e-05,0.0049607626,0.0075004353
940,1.2055429e-05,0,8.8175023e-07,0.004157998,1.0448323e-05,-1.745332e-18,0.0019295856,1.1396935e-05,0.0038020562,0.005808757
941,1.2960258e-05,0,9.4338202e-07,0.0043827943,1.1216551e-05,-1.924376e-18,0.0020969881,1.2228249e-05,0.0040171899,0.0062028282
942,8.8028183e-06,0,6.3801677e-07,0.002917675,7.6123328e-06,-1.3399189e-18,0.0014401676,8.2941083e-06,0.0026821628,0.0041862121
943,8.9128586e-06,0,6.4356739e-07,0.0028944533,7.7058419e-06,-1.3897951e-18,0.0014747505,8.3908429e-06,0.0026700829,0.0042129257
944,1.1308022e-05,0,8.1389035e-07,0.0035970422,9.7800493e-06,-1.8046544e-18,0.0018927469,1.0642653e-05,0.0033314857,0.0053144805
945,5.9072176e-06,0,4.2403906e-07,0.0018401319,5.11352e-06,-9.6374658e-19,0.0010004142,5.560903e-06,0.0017119408,0.0027612192
946,1.1067242e-05,0,7.9278147e-07,0.0033754981,9.5934882e-06,-1.8432881e-18,0.0018967315,1.0425938e-05,0.0031559074,0.0051467571
947,8.0662595e-06,0,5.769412e-07,0.0024085841,7.005073e-06,-1.3693137e-18,0.0013991954,7.6079019e-06,0.0022640019,0.0037331179
948,1.4255067e-05,0,1.0186729e-06,0.0041672393,1.2407979e-05,-2.4619468e-18,0.0025030888,1.3467012e-05,0.0039396059,0.0065674855
949,4.2057028e-06,0,3.0045403e-07,0.001203795,3.6705709e-06,-7.3743208e-19,0.00074764905,3.9813472e-06,0.0011449361,0.0019293899
950,1.3521007e-05,0,9.6626747e-07,0.0037901626,1.1836473e-05,-2.4013125e-18,0.0024336691,1.2830913e-05,0.0036275625,0.0061781622
951,7.4195248e-06,0,5.3075645e-07,0.0020376212,6.5169543e-06,-1.3311623e-18,0.001352234,7.0605025e-06,0.0019627992,0.0033776008
952,9.3129254e-06,0,6.6730622e-07,0.0025070836,8.2097151e-06,-1.682982e-18,0.0017187124,8.8898855e-06,0.0024307491,0.0042248286
953,1.1286829e-05,0,8.1063735e-07,0.0029806429,9.9881549e-06,-2.0477374e-18,0.0021092871,1.081077e-05,0.0029085263,0.0051037557
954,8.9361586e-06,0,6.4375901e-07,0.0023171699,7.9398491e-06,-1.6216559e-18,0.0016910363,8.5904899e-06,0.0022752405,0.0040286834
955,8.4546679e-06,0,6.1135695e-07,0.0021552151,7.5432787e-06,-1.5282868e-18,0.0016199958,8.1589871e-06,0.002128703,0.0038009955
956,6.8611374e-06,0,4.9834896e-07,0.0017219085,6.1474109e-06,-1.229597e-18,0.0013310367,6.6478328e-06,0.0017098756,0.0030766218
957,1.145072e-05,0,8.3604002e-07,0.0028341571,1.0303067e-05,-2.0236362e-18,0.0022487841,1.1140711e-05,0.0028274983,0.0051223677
958,9.141629e-06,0,6.714222e-07,0.0022360518,8.2598714e-06,-1.5833852e-18,0.0018171306,8.9316274e-06,0.0022391909,0.0040803538
959,1.0103798e-05,0,7.4706394e-07,0.0024481557,9.1664362e-06,-1.703004e-18,0.0020323674,9.9135002e-06,0.0024580692,0.0045005405
960,1.0870452e-05,0,8.1007281e-07,0.0026144776,9.9078059e-06,-1.7669732e-18,0.00221331,1.0717884e-05,0.0026301962,0.0048359046
961,1.0206366e-05,0,7.6777561e-07,0.0024402779,9.3579996e-06,-1.5822634e-18,0.0021052533,1.0125798e-05,0.0024594808,0.0045412492
962,1.1397708e-05,0,8.6687756e-07,0.0027130931,1.0526564e-05,-1.6632791e-18,0.0023838,1.1393499e-05,0.0027391951,0.0050795236
963,1.0105663e-05,0,7.7836493e-07,0.0023985229,9.4140701e-06,-1.3661427e-18,0.0021450523,1.0192526e-05,0.0024255468,0.0045175825
964,1.080066e-05,0,8.4384551e-07,0.0025599024,1.0162666e-05,-1.3252256e-18,0.0023290018,1.1006664e-05,0.002592688,0.004850357
965,1.0472499e-05,0,8.3136489e-07,0.0024825235,9.9671818e-06,-1.1347524e-18,0.0022965106,1.079876e-05,0.0025178785,0.0047317088
966,1.0146643e-05,0,8.198783e-07,0.0024095146,9.7825423e-06,-9.3369373e-19,0.0022652735,1.0602703e-05,0.0024470275,0.0046197312
967,1.2704822e-05,0,1.0468024e-06,0.0030273136,1.242724e-05,-9.3418642e-19,0.002891087,1.3474505e-05,0.0030781346,0.0058384384
968,1.2896363e-05,0,1.0855411e-06,0.0030887539,1.2818891e-05,-6.7956987e-19,0.0029950501,1.3905028e-05,0.0031440326,0.0059919138
969,1.1493968e-05,0,9.9033108e-07,0.0027719943,1.1629634e-05,-3.3665375e-19,0.0027279764,1.2620624e-05,0.0028243707,0.005408902
970,1.2403146e-05,0,1.0961279e-06,0.0030177183,1.2797253e-05,-3.7856986e-20,0.0030127931,1.3894246e-05,0.0030774086,0.0059227287
971,1.1453456e-05,0,1.0404373e-06,0.0028168975,1.2073447e-05,3.0150912e-19,0.0028518166,1.3114841e-05,0.0028747852,0.0055607343
972,9.6679789e-06,0,9.0478291e-07,0.0024086429,1.0433057e-05,5.7235163e-19,0.0024717329,1.1338795e-05,0.0024597141,0.0047823596
973,8.7458052e-06,0,8.4522153e-07,0.002212135,9.6824259e-06,8.3957185e-19,0.0023000496,1.0528658e-05,0.0022602209,0.0044175289
974,8.5237566e-06,0,8.5281563e-07,0.0021941,9.7031616e-06,1.1695281e-18,0.002310435,1.055712e-05,0.0022426993,0.0044066558
975,7.838011e-06,0,8.1402678e-07,0.0020585273,9.1969448e-06,1.4376094e-18,0.0021944036,1.001218e-05,0.0021047191,0.0041579394
976,8.2624003e-06,0,8.9324979e-07,0.0022201175,1.0019178e-05,1.9441736e-18,0.0023947636,1.0913884e-05,0.0022702994,0.0045096839
977,7.5026376e-06,0,8.4686731e-07,0.0020686491,9.4285029e-06,2.2034108e-18,0.0022568148,1.0276872e-05,0.0021154843,0.0042255208
978,7.3073698e-06,0,8.6393227e-07,0.0020740587,9.5454588e-06,2.6271466e-18,0.0022873744,1.0411045e-05,0.0021208281,0.0042599653
979,6.4863099e-06,0,8.0594169e-07,0.0019016825,8.8357035e-06,2.8147602e-18,0.0021190098,9.6432971e-06,0.0019441481,0.0039271308
980,7.1248995e-06,0,9.3376019e-07,0.0021657658,1.0156279e-05,3.6932069e-18,0.0024369205,1.1092073e-05,0.0022133769,0.0044962756
981,6.4278029e-06,0,8.919316e-07,0.0020338922,9.6237966e-06,3.9489131e-18,0.0023095693,1.0517778e-05,0.002077641,0.0042443837
982,5.7500149e-06,0,8.4823133e-07,0.001902145,9.078478e-06,4.1624591e-18,0.0021784019,9.9287501e-06,0.0019419238,0.0039893734
983,5.8379383e-06,0,9.1949513e-07,0.0020284447,9.7615039e-06,4.9585816e-18,0.0023412328,1.0683298e-05,0.0020694114,0.0042747823
984,5.0066427e-06,0,8.4577074e-07,0.0018363097,8.9061892e-06,4.9745043e-18,0.0021344484,9.7541408e-06,0.0018718731,0.0038876445
985,4.9869652e-06,0,9.0787817e-07,0.0019410817,9.4833801e-06,5.7844899e-18,0.0022703188,1.0393653e-05,0.0019768621,0.0041272171
986,4.4685815e-06,0,8.8104828e-07,0.0018562453,9.1301798e-06,6.0435036e-18,0.0021827248,1.0013586e-05,0.0018885559,0.0039626562
987,4.0216324e-06,0,8.6314832e-07,0.0017934704,8.8752897e-06,6.3378259e-18,0.0021182015,9.7407598e-06,0.0018227046,0.0038426229
988,3.6951664e-06,0,8.6777079e-07,0.0017799249,8.855664e-06,6.784194e-18,0.0021093296,9.7257574e-06,0.0018068584,0.0038259752
